strategy,scenario_id,npv_mEUR,total_revenue_mEUR,total_gross_profit_mEUR,total_ebit_mEUR,total_free_cash_flow_mEUR,total_capex_mEUR,total_demand_units,total_delivered_units,total_lost_units,lost_sales_pct_2025_2030,lost_sales_pct_2030_2035,gross_margin_2030,gross_margin_2035,average_utilization,max_ending_backlog_units
A2_Backlog_balanced,190,22564.45559993878,155400.0,93240.0,60214.0,41893.33999999999,10000.0,796.0,777.0,19.0,0.0,0.03473491773308958,0.6,0.6,0.6972222222222223,100.0
A2_Backlog_balanced,191,23786.88002124903,149400.0,89640.0,59504.0,44758.240000000005,5000.0,772.0,747.0,25.0,0.0,0.04339622641509434,0.6,0.6,0.73,96.0
A2_Backlog_balanced,192,23368.744491249217,147000.0,88200.0,58520.0,43961.2,5000.0,788.0,735.0,53.0,0.0,0.09601449275362318,0.6,0.6,0.7185185185185186,100.0
A2_Backlog_balanced,193,21078.088749876973,136000.0,81600.0,54260.0,40260.600000000006,5000.0,743.0,680.0,63.0,0.0,0.11645101663585952,0.6,0.6,0.6896296296296297,108.0
A2_Backlog_balanced,194,21894.327315214585,139200.0,83520.0,55572.0,41323.32,5000.0,757.0,696.0,61.0,0.0,0.09888059701492537,0.6,0.6,0.7066666666666667,105.0
A2_Backlog_balanced,195,21255.763869511582,119600.0,71760.0,47536.0,34814.16,5000.0,598.0,598.0,0.0,0.0,0.0,0.6,0.6,0.6296296296296297,37.0
A2_Backlog_balanced,196,21573.690168052774,138200.0,82920.0,55162.0,40991.22,5000.0,697.0,691.0,6.0,0.0,0.006172839506172839,0.6,0.6,0.701111111111111,93.0
A2_Backlog_balanced,197,22849.32810466661,141200.0,84720.0,56392.0,41987.520000000004,5000.0,730.0,706.0,24.0,0.0,0.048582995951417005,0.6,0.6,0.7207407407407408,84.0
A2_Backlog_balanced,198,21673.02718020233,138000.0,82800.0,55080.0,40924.799999999996,5000.0,731.0,690.0,41.0,0.0,0.07945736434108527,0.6,0.6,0.7011111111111111,101.0
A2_Backlog_balanced,199,22701.32777423621,140600.0,84360.0,56146.0,41788.259999999995,5000.0,732.0,703.0,29.0,0.0,0.05776892430278884,0.6,0.6,0.7170370370370371,89.0
A2_Backlog_balanced,200,21952.93797999699,137200.0,82320.0,54752.0,40659.119999999995,5000.0,726.0,686.0,40.0,0.0,0.07874015748031496,0.6,0.6,0.7,96.0
A2_Backlog_balanced,201,22402.298003648437,161200.0,96720.0,62592.0,43819.52,10000.0,856.0,806.0,50.0,0.0,0.08196721311475409,0.6,0.6,0.7116666666666667,120.0
A2_Backlog_balanced,202,21448.232210785864,137800.0,82680.0,54998.0,40858.380000000005,5000.0,737.0,689.0,48.0,0.0,0.07007575757575757,0.6,0.6,0.698888888888889,101.0
A2_Backlog_balanced,203,22963.81523792333,145400.0,87240.0,55114.0,38667.34,10000.0,727.0,727.0,0.0,0.0,0.0,0.6,0.6,0.6011111111111112,25.0
A2_Backlog_balanced,204,22138.159932243518,131400.0,78840.0,52374.0,38732.93999999999,5000.0,679.0,657.0,22.0,0.0,0.048034934497816595,0.6,0.6,0.6796296296296297,76.0
A2_Backlog_balanced,205,22010.17096538878,132400.0,79440.0,52784.0,39065.03999999999,5000.0,662.0,662.0,0.0,0.0,0.0,0.6,0.6,0.6825925925925926,61.0
A2_Backlog_balanced,206,23727.1463741062,149200.0,89520.0,59422.0,44691.82000000001,5000.0,775.0,746.0,29.0,0.0,0.03932584269662921,0.6,0.6,0.7288888888888889,103.0
A2_Backlog_balanced,207,22854.987151335008,144000.0,86400.0,55040.0,38107.399999999994,10000.0,720.0,720.0,0.0,0.0,0.0,0.6,0.6,0.6311111111111111,49.0
A2_Backlog_balanced,208,23068.86846345216,117800.0,70680.0,48298.0,39121.380000000005,0.0,589.0,589.0,0.0,0.0,0.0,0.6,0.6,0.6544444444444445,35.0
A2_Backlog_balanced,209,22324.999424190653,139800.0,83880.0,55818.0,41522.579999999994,5000.0,763.0,699.0,64.0,0.0,0.11895910780669144,0.6,0.6,0.7122222222222222,104.0
A2_Backlog_balanced,210,22265.78736422463,154200.0,92520.0,59722.0,41494.81999999999,10000.0,789.0,771.0,18.0,0.0,0.03314917127071823,0.6,0.6,0.691111111111111,108.0
A2_Backlog_balanced,211,21491.119773729642,137800.0,82680.0,54998.0,40858.380000000005,5000.0,740.0,689.0,51.0,0.0,0.09416195856873823,0.6,0.6,0.698888888888889,92.0
A2_Backlog_balanced,212,22048.127004855094,130200.0,78120.0,51882.0,38334.42,5000.0,651.0,651.0,0.0,0.0,0.0,0.6,0.6,0.6748148148148149,65.0
A2_Backlog_balanced,213,24100.026249366514,153200.0,91920.0,58812.0,41162.72,10000.0,766.0,766.0,0.0,0.0,0.0,0.6,0.6,0.6588888888888889,49.0
A2_Backlog_balanced,214,22721.339137811876,141200.0,84720.0,56392.0,41987.52,5000.0,706.0,706.0,0.0,0.0,0.0,0.6,0.6,0.7200000000000001,84.0
A2_Backlog_balanced,215,21594.88813204671,132800.0,79680.0,52948.0,39197.88,5000.0,673.0,664.0,9.0,0.0,0.019522776572668113,0.6,0.6,0.6814814814814815,84.0
A2_Backlog_balanced,216,21862.487815127806,137800.0,82680.0,52748.0,36000.880000000005,10000.0,689.0,689.0,0.0,0.0,0.0,0.6,0.6,0.6251851851851852,23.0
A2_Backlog_balanced,217,23945.601619705394,155800.0,93480.0,59878.0,42119.659999999996,10000.0,779.0,779.0,0.0,0.0,0.0,0.6,0.6,0.6622222222222223,77.0
A2_Backlog_balanced,218,21172.55796900631,132000.0,79200.0,52620.0,38932.2,5000.0,665.0,660.0,5.0,0.0,0.010845986984815618,0.6,0.6,0.6748148148148149,77.0
A2_Backlog_balanced,219,22610.39351609529,137000.0,82200.0,54670.0,40592.7,5000.0,686.0,685.0,1.0,0.0,0.0022222222222222222,0.6,0.6,0.7037037037037037,70.0
A2_Backlog_balanced,220,21875.917081027783,132200.0,79320.0,52702.0,38998.619999999995,5000.0,661.0,661.0,0.0,0.0,0.0,0.6,0.6,0.6803703703703704,74.0
A2_Backlog_balanced,221,21806.30633700557,139000.0,83400.0,55490.0,41256.9,5000.0,725.0,695.0,30.0,0.0,0.047058823529411764,0.6,0.6,0.7055555555555556,96.0
A2_Backlog_balanced,222,21139.96798908047,135200.0,81120.0,53932.0,39994.92,5000.0,697.0,676.0,21.0,0.0,0.04242424242424243,0.6,0.6,0.6866666666666668,91.0
A2_Backlog_balanced,223,23072.467665073684,132200.0,79320.0,52452.0,39046.12,5000.0,661.0,661.0,0.0,0.0,0.0,0.6,0.6,0.6611111111111111,55.0
A2_Backlog_balanced,224,23334.57586181361,147600.0,88560.0,58766.0,44160.46,5000.0,738.0,738.0,0.0,0.0,0.0,0.6,0.6,0.7203703703703703,89.0
A2_Backlog_balanced,225,22590.154543743738,141800.0,85080.0,56638.0,42186.78,5000.0,777.0,709.0,68.0,0.0,0.12454212454212454,0.6,0.6,0.7211111111111111,102.0
A2_Backlog_balanced,226,22234.914905479698,137200.0,82320.0,54752.0,40659.119999999995,5000.0,721.0,686.0,35.0,0.0,0.07028112449799197,0.6,0.6,0.701851851851852,92.0
A2_Backlog_balanced,227,23207.242408233422,146000.0,87600.0,58110.0,43629.1,5000.0,795.0,730.0,65.0,0.0,0.11586452762923351,0.6,0.6,0.7137037037037037,105.0
A2_Backlog_balanced,228,21760.8344871605,138200.0,82920.0,55162.0,40991.22,5000.0,747.0,691.0,56.0,0.0,0.06981132075471698,0.6,0.6,0.701111111111111,114.0
A2_Backlog_balanced,229,22007.63995580096,139800.0,83880.0,55818.0,41522.58,5000.0,751.0,699.0,52.0,0.0,0.07894736842105263,0.6,0.6,0.7100000000000001,112.0
A2_Backlog_balanced,230,21064.499662961272,133200.0,79920.0,53112.0,39330.72,5000.0,721.0,666.0,55.0,0.0,0.10617760617760617,0.6,0.6,0.6785185185185186,101.0
A2_Backlog_balanced,231,23877.564376078546,122200.0,73320.0,50102.0,40582.619999999995,0.0,611.0,611.0,0.0,0.0,0.0,0.6,0.6,0.6788888888888888,36.0
A2_Backlog_balanced,232,23441.424525564296,148200.0,88920.0,59012.0,44359.72000000001,5000.0,823.0,741.0,82.0,0.0,0.12991452991452992,0.6,0.6,0.7233333333333333,115.0
A2_Backlog_balanced,233,21807.87228538365,137000.0,82200.0,54670.0,40592.7,5000.0,707.0,685.0,22.0,0.0,0.044715447154471545,0.6,0.6,0.6981481481481482,82.0
A2_Backlog_balanced,234,23906.34731553469,149800.0,89880.0,59668.0,44891.08000000001,5000.0,778.0,749.0,29.0,0.0,0.045112781954887216,0.6,0.6,0.7322222222222223,104.0
A2_Backlog_balanced,235,22206.18764317954,125200.0,75120.0,49832.0,36673.92,5000.0,626.0,626.0,0.0,0.0,0.0,0.6,0.6,0.6574074074074073,47.0
A2_Backlog_balanced,236,22337.61805472563,141000.0,84600.0,56310.0,41921.1,5000.0,751.0,705.0,46.0,0.0,0.07662835249042145,0.6,0.6,0.7166666666666667,100.0
A2_Backlog_balanced,237,23945.601619705394,158600.0,95160.0,61026.0,43051.06,10000.0,793.0,793.0,0.0,0.0,0.0,0.6,0.6,0.6699999999999999,67.0
A2_Backlog_balanced,238,21914.67239259548,130800.0,78480.0,52128.0,38533.67999999999,5000.0,654.0,654.0,0.0,0.0,0.0,0.6,0.6,0.6759259259259259,71.0
A2_Backlog_balanced,239,22712.817465242802,135400.0,81240.0,54014.0,40061.34,5000.0,700.0,677.0,23.0,0.0,0.04946236559139785,0.6,0.6,0.6985185185185185,81.0
A2_Backlog_balanced,240,22670.38545505294,143200.0,85920.0,54712.0,37841.72,10000.0,716.0,716.0,0.0,0.0,0.0,0.6,0.6,0.6272222222222222,58.0
A2_Backlog_balanced,241,21467.180276080115,129000.0,77400.0,51390.0,37935.899999999994,5000.0,645.0,645.0,0.0,0.0,0.0,0.6,0.6,0.6655555555555555,59.0
A2_Backlog_balanced,242,23735.668046675273,141400.0,84840.0,56224.0,42101.44,5000.0,716.0,707.0,9.0,0.0,0.018907563025210083,0.6,0.6,0.7,87.0
A2_Backlog_balanced,243,21190.051024125845,135600.0,81360.0,54096.0,40127.759999999995,5000.0,703.0,678.0,25.0,0.0,0.050200803212851405,0.6,0.6,0.6892592592592593,100.0
A2_Backlog_balanced,244,21961.933753216275,136800.0,82080.0,54588.0,40526.28,5000.0,710.0,684.0,26.0,0.0,0.053169734151329244,0.6,0.6,0.6985185185185185,96.0
A2_Backlog_balanced,245,24363.737149705208,168600.0,101160.0,65126.0,46372.06,10000.0,843.0,843.0,0.0,0.0,0.0,0.6,0.6,0.7016666666666667,104.0
A2_Backlog_balanced,246,24587.117771123547,156400.0,93840.0,59624.0,42320.439999999995,10000.0,782.0,782.0,0.0,0.0,0.0,0.6,0.6,0.6333333333333333,46.0
A2_Backlog_balanced,247,23607.67907982054,145800.0,87480.0,58028.0,43562.68,5000.0,753.0,729.0,24.0,0.0,0.046875,0.6,0.6,0.7155555555555556,97.0
A2_Backlog_balanced,248,22925.498140211897,142400.0,85440.0,56884.0,42386.03999999999,5000.0,744.0,712.0,32.0,0.0,0.06286836935166994,0.6,0.6,0.7255555555555556,102.0
A2_Backlog_balanced,249,22300.00798059866,137200.0,82320.0,54752.0,40659.119999999995,5000.0,697.0,686.0,11.0,0.0,0.023305084745762712,0.6,0.6,0.7022222222222223,81.0
A2_Backlog_balanced,250,22723.24565635831,141800.0,85080.0,56638.0,42186.78,5000.0,749.0,709.0,40.0,0.0,0.07751937984496124,0.6,0.6,0.7214814814814815,97.0
A2_Backlog_balanced,251,23906.34731553469,149800.0,89880.0,59668.0,44891.08000000001,5000.0,838.0,749.0,89.0,0.0,0.12162162162162163,0.6,0.6,0.7322222222222223,117.0
A2_Backlog_balanced,252,21723.975802992434,132400.0,79440.0,52784.0,39065.04,5000.0,662.0,662.0,0.0,0.0,0.0,0.6,0.6,0.6803703703703704,59.0
A2_Backlog_balanced,253,23488.21178553488,148400.0,89040.0,59094.0,44426.14000000001,5000.0,789.0,742.0,47.0,0.0,0.05090909090909091,0.6,0.6,0.7244444444444444,109.0
A2_Backlog_balanced,254,22109.95931389292,138800.0,83280.0,52908.0,36380.48,10000.0,694.0,694.0,0.0,0.0,0.0,0.6,0.6,0.6166666666666667,35.0
A2_Backlog_balanced,255,23727.1463741062,148800.0,89280.0,59258.0,44558.98,5000.0,783.0,744.0,39.0,0.0,0.07235621521335807,0.6,0.6,0.7274074074074074,111.0
A2_Backlog_balanced,256,23009.123034764274,128400.0,77040.0,50894.0,37736.64,5000.0,642.0,642.0,0.0,0.0,0.0,0.6,0.6,0.6470370370370371,62.0
A2_Backlog_balanced,257,22687.338442360637,144400.0,86640.0,57454.0,43097.740000000005,5000.0,780.0,722.0,58.0,0.0,0.10488245931283906,0.6,0.6,0.7044444444444444,109.0
A2_Backlog_balanced,258,23906.34731553469,149800.0,89880.0,59668.0,44891.08000000001,5000.0,761.0,749.0,12.0,0.0,0.0,0.6,0.6,0.7322222222222223,102.0
A2_Backlog_balanced,259,23126.286518827223,143400.0,86040.0,57044.0,42765.64,5000.0,717.0,717.0,0.0,0.0,0.0,0.6,0.6,0.7033333333333334,90.0
A2_Backlog_balanced,260,22422.998658734996,140600.0,84360.0,56146.0,41788.26,5000.0,719.0,703.0,16.0,0.0,0.03278688524590164,0.6,0.6,0.715925925925926,95.0
A2_Backlog_balanced,261,22094.91426482568,140200.0,84120.0,55982.0,41655.42,5000.0,735.0,701.0,34.0,0.0,0.056530214424951264,0.6,0.6,0.7122222222222222,95.0
A2_Backlog_balanced,262,22092.33166391532,135200.0,81120.0,53932.0,39994.92,5000.0,676.0,676.0,0.0,0.0,0.0,0.6,0.6,0.6933333333333332,73.0
A2_Backlog_balanced,263,22538.04123841748,141800.0,85080.0,56638.0,42186.78,5000.0,759.0,709.0,50.0,0.0,0.0831758034026465,0.6,0.6,0.7211111111111111,106.0
A2_Backlog_balanced,264,23966.080962677523,147400.0,88440.0,58684.0,44094.04,5000.0,738.0,737.0,1.0,0.0,0.00202020202020202,0.6,0.6,0.7237037037037037,91.0
A2_Backlog_balanced,265,23614.52641153906,125400.0,75240.0,51414.0,41645.34,0.0,646.0,627.0,19.0,0.0,0.0,0.6,0.6,0.6966666666666667,79.0
A2_Backlog_balanced,266,22235.521862215384,137800.0,82680.0,54998.0,40858.37999999999,5000.0,700.0,689.0,11.0,0.0,0.023157894736842106,0.6,0.6,0.7040740740740741,76.0
A2_Backlog_balanced,267,20619.5020262302,134600.0,80760.0,53686.0,39795.66,5000.0,710.0,673.0,37.0,0.0,0.040776699029126215,0.6,0.6,0.6811111111111111,106.0
A2_Backlog_balanced,268,24007.417936505193,127200.0,76320.0,52152.0,42243.119999999995,0.0,689.0,636.0,53.0,0.0,0.046610169491525424,0.6,0.6,0.7066666666666667,91.0
A2_Backlog_balanced,269,23877.995665047893,126200.0,75720.0,51742.0,41911.01999999999,0.0,649.0,631.0,18.0,0.0,0.0,0.6,0.6,0.7011111111111111,78.0
A2_Backlog_balanced,270,21288.331369558324,135800.0,81480.0,54178.0,40194.18,5000.0,680.0,679.0,1.0,0.0,0.00211864406779661,0.6,0.6,0.6896296296296297,90.0
A2_Backlog_balanced,271,21958.403625401872,138200.0,82920.0,55162.0,40991.22,5000.0,758.0,691.0,67.0,0.0,0.12430426716141002,0.6,0.6,0.7040740740740741,103.0
A2_Backlog_balanced,272,21224.49413288526,135400.0,81240.0,54014.0,40061.34,5000.0,697.0,677.0,20.0,0.0,0.0408997955010225,0.6,0.6,0.6874074074074075,98.0
A2_Backlog_balanced,273,23565.647593579863,151000.0,90600.0,57910.0,40432.1,10000.0,755.0,755.0,0.0,0.0,0.0,0.6,0.6,0.6483333333333333,46.0
A2_Backlog_balanced,274,23906.34731553469,145400.0,87240.0,57864.0,43429.84,5000.0,727.0,727.0,0.0,0.0,0.0,0.6,0.6,0.7159259259259261,82.0
A2_Backlog_balanced,275,21460.049770829122,137600.0,82560.0,54916.0,40791.96,5000.0,761.0,688.0,73.0,0.0,0.09671532846715329,0.6,0.6,0.6977777777777778,114.0
A2_Backlog_balanced,276,22316.395812462262,136800.0,82080.0,54588.0,40526.28,5000.0,711.0,684.0,27.0,0.0,0.05567010309278351,0.6,0.6,0.7007407407407409,86.0
A2_Backlog_balanced,277,23011.485700956953,141200.0,84720.0,56392.0,41987.52,5000.0,752.0,706.0,46.0,0.0,0.08949416342412451,0.6,0.6,0.7218518518518519,98.0
A2_Backlog_balanced,278,23659.83005798654,152000.0,91200.0,58320.0,40764.200000000004,10000.0,760.0,760.0,0.0,0.0,0.0,0.6,0.6,0.6511111111111112,50.0
A2_Backlog_balanced,279,21237.311710350266,134200.0,80520.0,53522.0,39662.82,5000.0,692.0,671.0,21.0,0.0,0.0430327868852459,0.6,0.6,0.6837037037037038,103.0
A2_Backlog_balanced,280,23458.795627339714,144000.0,86400.0,57290.0,42964.9,5000.0,720.0,720.0,0.0,0.0,0.0,0.6,0.6,0.7077777777777778,69.0
A2_Backlog_balanced,281,23488.21178553488,148400.0,89040.0,59094.0,44426.14000000001,5000.0,780.0,742.0,38.0,0.0,0.04267161410018553,0.6,0.6,0.7244444444444444,105.0
A2_Backlog_balanced,282,20796.499152711156,134000.0,80400.0,53440.0,39596.399999999994,5000.0,673.0,670.0,3.0,0.0,0.006329113924050633,0.6,0.6,0.6796296296296297,93.0
A2_Backlog_balanced,283,21228.901200783337,134600.0,80760.0,53686.0,39795.66,5000.0,673.0,673.0,0.0,0.0,0.0,0.6,0.6,0.6848148148148148,84.0
A2_Backlog_balanced,284,22146.320069938967,152600.0,91560.0,59066.0,40963.46,10000.0,763.0,763.0,0.0,0.0,0.0,0.6,0.6,0.6855555555555556,80.0
A2_Backlog_balanced,285,22414.14922952865,139800.0,83880.0,55818.0,41522.58,5000.0,715.0,699.0,16.0,0.0,0.032989690721649485,0.6,0.6,0.712962962962963,89.0
A2_Backlog_balanced,286,21147.962845682843,119800.0,71880.0,47618.0,34880.579999999994,5000.0,599.0,599.0,0.0,0.0,0.0,0.6,0.6,0.63,25.0
A2_Backlog_balanced,287,22789.59445752378,140600.0,84360.0,56146.0,41788.259999999995,5000.0,723.0,703.0,20.0,0.0,0.040983606557377046,0.6,0.6,0.7181481481481481,80.0
A2_Backlog_balanced,288,22012.08894867356,139400.0,83640.0,55654.0,41389.74,5000.0,769.0,697.0,72.0,0.0,0.13090909090909092,0.6,0.6,0.7085185185185185,96.0
A2_Backlog_balanced,289,23607.67907982054,144800.0,86880.0,57618.0,43230.58,5000.0,724.0,724.0,0.0,0.0,0.0,0.6,0.6,0.711851851851852,74.0
A2_Backlog_balanced,290,22265.183837888508,134000.0,80400.0,53440.0,39596.399999999994,5000.0,688.0,670.0,18.0,0.0,0.03870967741935484,0.6,0.6,0.69,78.0
A2_Backlog_balanced,291,23413.403698328817,149000.0,89400.0,56590.0,39862.9,10000.0,745.0,745.0,0.0,0.0,0.0,0.6,0.6,0.6138888888888889,36.0
A2_Backlog_balanced,292,23292.772705856307,146800.0,88080.0,56188.0,39037.28,10000.0,734.0,734.0,0.0,0.0,0.0,0.6,0.6,0.6383333333333333,63.0
A2_Backlog_balanced,293,22711.2241736439,122600.0,73560.0,50266.0,40715.45999999999,0.0,645.0,613.0,32.0,0.0,0.0,0.6,0.6,0.6811111111111111,92.0
A2_Backlog_balanced,294,22504.72195279595,145200.0,87120.0,56032.0,38505.91999999999,10000.0,726.0,726.0,0.0,0.0,0.0,0.6,0.6,0.6683333333333332,70.0
A2_Backlog_balanced,295,21009.523320232896,132800.0,79680.0,52948.0,39197.880000000005,5000.0,717.0,664.0,53.0,0.0,0.1029126213592233,0.6,0.6,0.6770370370370371,101.0
A2_Backlog_balanced,296,21925.726985542104,134800.0,80880.0,53768.0,39862.08,5000.0,680.0,674.0,6.0,0.0,0.012987012987012988,0.6,0.6,0.6896296296296297,71.0
A2_Backlog_balanced,297,20764.91492257623,132000.0,79200.0,52620.0,38932.2,5000.0,660.0,660.0,0.0,0.0,0.0,0.6,0.6,0.6722222222222223,89.0
A2_Backlog_balanced,298,20158.899531824554,131400.0,78840.0,52374.0,38732.939999999995,5000.0,701.0,657.0,44.0,0.0,0.08527131782945736,0.6,0.6,0.6659259259259259,94.0
A2_Backlog_balanced,299,21312.82623262101,128000.0,76800.0,50980.0,37603.8,5000.0,648.0,640.0,8.0,0.0,0.01805869074492099,0.6,0.6,0.6611111111111112,68.0
A2_Backlog_balanced,300,23363.92796137862,147800.0,88680.0,56098.0,39464.38,10000.0,739.0,739.0,0.0,0.0,0.0,0.6,0.6,0.6105555555555555,46.0
A3_Backlog_aggressive,1,22181.096051726156,140200.0,84120.0,55982.0,41655.420000000006,5000.0,735.0,701.0,34.0,0.0,0.06031128404669261,0.6,0.6,0.7122222222222222,96.0
A3_Backlog_aggressive,2,22186.51096747985,141200.0,84720.0,53642.0,37225.020000000004,10000.0,706.0,706.0,0.0,0.0,0.0,0.6,0.6,0.6016666666666667,50.0
A3_Backlog_aggressive,3,21251.970389913527,135400.0,81240.0,54014.0,40061.34,5000.0,713.0,677.0,36.0,0.0,0.07114624505928854,0.6,0.6,0.6881481481481482,94.0
A3_Backlog_aggressive,4,21831.046005951648,135800.0,81480.0,54178.0,40194.18,5000.0,693.0,679.0,14.0,0.0,0.029535864978902954,0.6,0.6,0.6933333333333334,81.0
A3_Backlog_aggressive,5,20455.160998738123,138600.0,83160.0,53576.0,36266.56,10000.0,697.0,693.0,4.0,0.0,0.008298755186721992,0.6,0.6,0.6544444444444443,84.0
A3_Backlog_aggressive,6,20983.227481656148,131800.0,79080.0,52538.0,38865.78,5000.0,693.0,659.0,34.0,0.0,0.06896551724137931,0.6,0.6,0.6733333333333333,93.0
A3_Backlog_aggressive,7,20670.813586668366,133800.0,80280.0,53358.0,39529.979999999996,5000.0,681.0,669.0,12.0,0.0,0.024844720496894408,0.6,0.6,0.6785185185185186,89.0
A3_Backlog_aggressive,8,20954.91703576971,152000.0,91200.0,59070.0,40716.7,10000.0,786.0,760.0,26.0,0.0,0.0466786355475763,0.6,0.6,0.6972222222222223,112.0
A3_Backlog_aggressive,9,22006.81640543015,134600.0,80760.0,53686.0,39795.659999999996,5000.0,673.0,673.0,0.0,0.0,0.0,0.6,0.6,0.6903703703703703,76.0
A3_Backlog_aggressive,10,21727.029734023334,146800.0,88080.0,56938.0,38989.77999999999,10000.0,734.0,734.0,0.0,0.0,0.0,0.6,0.6,0.69,83.0
A3_Backlog_aggressive,11,20687.12611093698,134800.0,80880.0,53768.0,39862.08,5000.0,718.0,674.0,44.0,0.0,0.07279693486590039,0.6,0.6,0.6822222222222223,104.0
A3_Backlog_aggressive,12,19785.41458874213,141000.0,84600.0,54560.0,37063.59999999999,10000.0,760.0,705.0,55.0,0.0,0.09874326750448834,0.6,0.6,0.6544444444444444,106.0
A3_Backlog_aggressive,13,20855.918306345386,133200.0,79920.0,53112.0,39330.72,5000.0,733.0,666.0,67.0,0.0,0.1252336448598131,0.6,0.6,0.6777777777777778,100.0
A3_Backlog_aggressive,14,21383.96178684255,134600.0,80760.0,53686.0,39795.65999999999,5000.0,675.0,673.0,2.0,0.0,0.004347826086956522,0.6,0.6,0.6855555555555557,92.0
A3_Backlog_aggressive,15,22542.465953020655,135200.0,81120.0,53932.0,39994.92,5000.0,676.0,676.0,0.0,0.0,0.0,0.6,0.6,0.6966666666666667,57.0
A3_Backlog_aggressive,16,22627.287359238944,141600.0,84960.0,54306.0,37262.86,10000.0,708.0,708.0,0.0,0.0,0.0,0.6,0.6,0.6427777777777778,65.0
A3_Backlog_aggressive,17,20950.41038200722,146600.0,87960.0,56856.0,38923.35999999999,10000.0,738.0,733.0,5.0,0.0,0.009784735812133072,0.6,0.6,0.6816666666666668,95.0
A3_Backlog_aggressive,18,21688.764146621823,155200.0,93120.0,60382.0,41779.42,10000.0,818.0,776.0,42.0,0.0,0.0726643598615917,0.6,0.6,0.7127777777777777,113.0
A3_Backlog_aggressive,19,21049.881671979187,131200.0,78720.0,52292.0,38666.520000000004,5000.0,694.0,656.0,38.0,0.0,0.07707910750507099,0.6,0.6,0.6711111111111111,97.0
A3_Backlog_aggressive,20,23518.451236457302,149600.0,89760.0,57086.0,40014.659999999996,10000.0,748.0,748.0,0.0,0.0,0.0,0.6,0.6,0.6283333333333333,47.0
A3_Backlog_aggressive,21,20673.23448430382,148800.0,89280.0,57758.0,39653.979999999996,10000.0,744.0,744.0,0.0,0.0,0.0,0.6,0.6,0.685,94.0
A3_Backlog_aggressive,22,21641.693151121784,133600.0,80160.0,53276.0,39463.56,5000.0,668.0,668.0,0.0,0.0,0.0,0.6,0.6,0.6833333333333333,73.0
A3_Backlog_aggressive,23,22572.161936580414,158400.0,95040.0,61194.0,42937.14,10000.0,794.0,792.0,2.0,0.0,0.0035842293906810036,0.6,0.6,0.6816666666666666,105.0
A3_Backlog_aggressive,24,21170.89243476382,134200.0,80520.0,53522.0,39662.82,5000.0,682.0,671.0,11.0,0.0,0.022916666666666665,0.6,0.6,0.682962962962963,84.0
A3_Backlog_aggressive,25,22656.795358538708,138200.0,82920.0,55162.0,40991.22,5000.0,704.0,691.0,13.0,0.0,0.027426160337552744,0.6,0.6,0.7081481481481481,73.0
A3_Backlog_aggressive,26,21811.36048822353,136000.0,81600.0,54260.0,40260.6,5000.0,705.0,680.0,25.0,0.0,0.05112474437627812,0.6,0.6,0.6944444444444445,85.0
A3_Backlog_aggressive,27,21759.208967102808,131200.0,78720.0,52292.0,38666.520000000004,5000.0,683.0,656.0,27.0,0.0,0.057692307692307696,0.6,0.6,0.6759259259259259,87.0
A3_Backlog_aggressive,28,21092.437319508063,132000.0,79200.0,52620.0,38932.2,5000.0,660.0,660.0,0.0,0.0,0.0,0.6,0.6,0.6744444444444445,69.0
A3_Backlog_aggressive,29,20977.236931074294,135400.0,81240.0,54014.0,40061.340000000004,5000.0,723.0,677.0,46.0,0.0,0.0690978886756238,0.6,0.6,0.6855555555555556,100.0
A3_Backlog_aggressive,30,21795.942550743683,132800.0,79680.0,52948.0,39197.87999999999,5000.0,685.0,664.0,21.0,0.0,0.04477611940298507,0.6,0.6,0.6829629629629629,81.0
A3_Backlog_aggressive,31,22320.51704869759,140800.0,84480.0,56228.0,41854.68,5000.0,731.0,704.0,27.0,0.0,0.03747534516765286,0.6,0.6,0.7155555555555556,98.0
A3_Backlog_aggressive,32,20028.467676508066,131600.0,78960.0,52456.0,38799.36,5000.0,702.0,658.0,44.0,0.0,0.08527131782945736,0.6,0.6,0.6651851851851852,99.0
A3_Backlog_aggressive,33,22534.19009792954,140200.0,84120.0,55982.0,41655.41999999999,5000.0,701.0,701.0,0.0,0.0,0.0,0.6,0.6,0.7148148148148149,83.0
A3_Backlog_aggressive,34,23136.419273579886,147800.0,88680.0,56348.0,39416.880000000005,10000.0,739.0,739.0,0.0,0.0,0.0,0.6,0.6,0.6227777777777778,29.0
A3_Backlog_aggressive,35,22165.84073957787,142800.0,85680.0,53798.0,37851.380000000005,10000.0,714.0,714.0,0.0,0.0,0.0,0.6,0.6,0.5761111111111111,18.0
A3_Backlog_aggressive,36,22861.643256833737,133000.0,79800.0,53030.0,39264.3,5000.0,665.0,665.0,0.0,0.0,0.0,0.6,0.6,0.6903703703703704,56.0
A3_Backlog_aggressive,37,20690.687525238554,136800.0,82080.0,52838.0,35668.78,10000.0,684.0,684.0,0.0,0.0,0.0,0.6,0.6,0.6522222222222224,79.0
A3_Backlog_aggressive,38,22107.884930267348,134000.0,80400.0,53440.0,39596.399999999994,5000.0,685.0,670.0,15.0,0.0,0.032327586206896554,0.6,0.6,0.6892592592592592,75.0
