delivery_year,market_cycle,delivery_demand_units,order_year,orders_placed_units,scenario_id,latest_historical_year,starting_historical_demand_units,is_extension_year
2034,upturn,92,2033,92,166,2025,48.0,False
2035,downturn,76,2034,76,166,2025,48.0,False
2026,upturn,54,2025,54,167,2025,48.0,False
2027,upturn,60,2026,60,167,2025,48.0,False
2028,downturn,54,2027,54,167,2025,48.0,False
2029,upturn,63,2028,63,167,2025,48.0,False
2030,upturn,65,2029,65,167,2025,48.0,False
2031,downturn,88,2030,88,167,2025,48.0,False
2032,upturn,95,2031,95,167,2025,48.0,False
2033,upturn,91,2032,91,167,2025,48.0,False
2034,downturn,90,2033,90,167,2025,48.0,False
2035,upturn,96,2034,96,167,2025,48.0,False
2026,upturn,62,2025,62,168,2025,48.0,False
2027,upturn,71,2026,71,168,2025,48.0,False
2028,downturn,70,2027,70,168,2025,48.0,False
2029,upturn,66,2028,66,168,2025,48.0,False
2030,upturn,70,2029,70,168,2025,48.0,False
2031,downturn,84,2030,84,168,2025,48.0,False
2032,upturn,85,2031,85,168,2025,48.0,False
2033,upturn,90,2032,90,168,2025,48.0,False
2034,downturn,82,2033,82,168,2025,48.0,False
2035,upturn,89,2034,89,168,2025,48.0,False
2026,upturn,54,2025,54,169,2025,48.0,False
2027,upturn,54,2026,54,169,2025,48.0,False
2028,downturn,45,2027,45,169,2025,48.0,False
2029,upturn,60,2028,60,169,2025,48.0,False
2030,upturn,67,2029,67,169,2025,48.0,False
2031,downturn,81,2030,81,169,2025,48.0,False
2032,upturn,91,2031,91,169,2025,48.0,False
2033,upturn,86,2032,86,169,2025,48.0,False
2034,downturn,86,2033,86,169,2025,48.0,False
2035,upturn,85,2034,85,169,2025,48.0,False
2026,upturn,51,2025,51,170,2025,48.0,False
2027,upturn,57,2026,57,170,2025,48.0,False
2028,downturn,58,2027,58,170,2025,48.0,False
2029,upturn,63,2028,63,170,2025,48.0,False
2030,upturn,66,2029,66,170,2025,48.0,False
2031,downturn,79,2030,79,170,2025,48.0,False
2032,upturn,85,2031,85,170,2025,48.0,False
2033,upturn,87,2032,87,170,2025,48.0,False
2034,downturn,83,2033,83,170,2025,48.0,False
2035,upturn,80,2034,80,170,2025,48.0,False
2026,upturn,53,2025,53,171,2025,48.0,False
2027,upturn,52,2026,52,171,2025,48.0,False
2028,downturn,52,2027,52,171,2025,48.0,False
2029,upturn,67,2028,67,171,2025,48.0,False
2030,upturn,67,2029,67,171,2025,48.0,False
2031,downturn,82,2030,82,171,2025,48.0,False
2032,upturn,74,2031,74,171,2025,48.0,False
2033,upturn,77,2032,77,171,2025,48.0,False
2034,downturn,78,2033,78,171,2025,48.0,False
2035,upturn,95,2034,95,171,2025,48.0,False
2026,downturn,48,2025,48,172,2025,48.0,False
2027,upturn,53,2026,53,172,2025,48.0,False
2028,upturn,58,2027,58,172,2025,48.0,False
2029,downturn,54,2028,54,172,2025,48.0,False
2030,upturn,61,2029,61,172,2025,48.0,False
2031,upturn,87,2030,87,172,2025,48.0,False
2032,downturn,86,2031,86,172,2025,48.0,False
2033,upturn,90,2032,90,172,2025,48.0,False
2034,upturn,93,2033,93,172,2025,48.0,False
2035,downturn,84,2034,84,172,2025,48.0,False
2026,upturn,53,2025,53,173,2025,48.0,False
2027,upturn,60,2026,60,173,2025,48.0,False
2028,downturn,63,2027,63,173,2025,48.0,False
2029,upturn,61,2028,61,173,2025,48.0,False
2030,upturn,70,2029,70,173,2025,48.0,False
2031,downturn,83,2030,83,173,2025,48.0,False
2032,upturn,93,2031,93,173,2025,48.0,False
2033,upturn,89,2032,89,173,2025,48.0,False
2034,downturn,76,2033,76,173,2025,48.0,False
2035,upturn,76,2034,76,173,2025,48.0,False
2026,downturn,51,2025,51,174,2025,48.0,False
2027,upturn,57,2026,57,174,2025,48.0,False
2028,upturn,67,2027,67,174,2025,48.0,False
2029,downturn,61,2028,61,174,2025,48.0,False
2030,upturn,58,2029,58,174,2025,48.0,False
2031,upturn,100,2030,100,174,2025,48.0,False
2032,downturn,84,2031,84,174,2025,48.0,False
2033,upturn,95,2032,95,174,2025,48.0,False
2034,upturn,98,2033,98,174,2025,48.0,False
2035,downturn,75,2034,75,174,2025,48.0,False
2026,upturn,58,2025,58,175,2025,48.0,False
2027,upturn,61,2026,61,175,2025,48.0,False
2028,downturn,58,2027,58,175,2025,48.0,False
2029,upturn,62,2028,62,175,2025,48.0,False
2030,upturn,71,2029,71,175,2025,48.0,False
2031,downturn,86,2030,86,175,2025,48.0,False
2032,upturn,86,2031,86,175,2025,48.0,False
2033,upturn,92,2032,92,175,2025,48.0,False
2034,downturn,96,2033,96,175,2025,48.0,False
2035,upturn,101,2034,101,175,2025,48.0,False
2026,upturn,54,2025,54,176,2025,48.0,False
2027,upturn,55,2026,55,176,2025,48.0,False
2028,downturn,49,2027,49,176,2025,48.0,False
2029,upturn,54,2028,54,176,2025,48.0,False
2030,upturn,60,2029,60,176,2025,48.0,False
2031,downturn,71,2030,71,176,2025,48.0,False
2032,upturn,92,2031,92,176,2025,48.0,False
2033,upturn,106,2032,106,176,2025,48.0,False
2034,downturn,89,2033,89,176,2025,48.0,False
2035,upturn,92,2034,92,176,2025,48.0,False
2026,downturn,52,2025,52,177,2025,48.0,False
2027,upturn,56,2026,56,177,2025,48.0,False
2028,upturn,69,2027,69,177,2025,48.0,False
2029,downturn,64,2028,64,177,2025,48.0,False
2030,upturn,65,2029,65,177,2025,48.0,False
2031,upturn,72,2030,72,177,2025,48.0,False
2032,downturn,74,2031,74,177,2025,48.0,False
2033,upturn,72,2032,72,177,2025,48.0,False
2034,upturn,85,2033,85,177,2025,48.0,False
2035,downturn,79,2034,79,177,2025,48.0,False
2026,downturn,43,2025,43,178,2025,48.0,False
2027,upturn,45,2026,45,178,2025,48.0,False
2028,upturn,54,2027,54,178,2025,48.0,False
2029,downturn,56,2028,56,178,2025,48.0,False
2030,upturn,59,2029,59,178,2025,48.0,False
2031,upturn,81,2030,81,178,2025,48.0,False
2032,downturn,80,2031,80,178,2025,48.0,False
2033,upturn,88,2032,88,178,2025,48.0,False
2034,upturn,91,2033,91,178,2025,48.0,False
2035,downturn,76,2034,76,178,2025,48.0,False
2026,downturn,47,2025,47,179,2025,48.0,False
2027,upturn,52,2026,52,179,2025,48.0,False
2028,upturn,54,2027,54,179,2025,48.0,False
2029,downturn,50,2028,50,179,2025,48.0,False
2030,upturn,62,2029,62,179,2025,48.0,False
2031,upturn,91,2030,91,179,2025,48.0,False
2032,downturn,89,2031,89,179,2025,48.0,False
2033,upturn,99,2032,99,179,2025,48.0,False
2034,upturn,110,2033,110,179,2025,48.0,False
2035,downturn,95,2034,95,179,2025,48.0,False
2026,downturn,54,2025,54,180,2025,48.0,False
2027,upturn,63,2026,63,180,2025,48.0,False
2028,upturn,65,2027,65,180,2025,48.0,False
2029,downturn,58,2028,58,180,2025,48.0,False
2030,upturn,64,2029,64,180,2025,48.0,False
2031,upturn,95,2030,95,180,2025,48.0,False
2032,downturn,84,2031,84,180,2025,48.0,False
2033,upturn,89,2032,89,180,2025,48.0,False
2034,upturn,91,2033,91,180,2025,48.0,False
2035,downturn,73,2034,73,180,2025,48.0,False
2026,downturn,46,2025,46,181,2025,48.0,False
2027,upturn,53,2026,53,181,2025,48.0,False
2028,upturn,60,2027,60,181,2025,48.0,False
2029,downturn,56,2028,56,181,2025,48.0,False
2030,upturn,63,2029,63,181,2025,48.0,False
2031,upturn,105,2030,105,181,2025,48.0,False
2032,downturn,98,2031,98,181,2025,48.0,False
2033,upturn,107,2032,107,181,2025,48.0,False
2034,upturn,120,2033,120,181,2025,48.0,False
2035,downturn,91,2034,91,181,2025,48.0,False
2026,downturn,47,2025,47,182,2025,48.0,False
2027,upturn,48,2026,48,182,2025,48.0,False
2028,upturn,53,2027,53,182,2025,48.0,False
2029,downturn,50,2028,50,182,2025,48.0,False
2030,upturn,53,2029,53,182,2025,48.0,False
2031,upturn,73,2030,73,182,2025,48.0,False
2032,downturn,66,2031,66,182,2025,48.0,False
2033,upturn,79,2032,79,182,2025,48.0,False
2034,upturn,93,2033,93,182,2025,48.0,False
2035,downturn,79,2034,79,182,2025,48.0,False
2026,downturn,45,2025,45,183,2025,48.0,False
2027,upturn,50,2026,50,183,2025,48.0,False
2028,upturn,55,2027,55,183,2025,48.0,False
2029,downturn,54,2028,54,183,2025,48.0,False
2030,upturn,56,2029,56,183,2025,48.0,False
2031,upturn,69,2030,69,183,2025,48.0,False
2032,downturn,57,2031,57,183,2025,48.0,False
2033,upturn,71,2032,71,183,2025,48.0,False
2034,upturn,82,2033,82,183,2025,48.0,False
2035,downturn,86,2034,86,183,2025,48.0,False
2026,downturn,50,2025,50,184,2025,48.0,False
2027,upturn,63,2026,63,184,2025,48.0,False
2028,upturn,69,2027,69,184,2025,48.0,False
2029,downturn,65,2028,65,184,2025,48.0,False
2030,upturn,72,2029,72,184,2025,48.0,False
2031,upturn,115,2030,115,184,2025,48.0,False
2032,downturn,109,2031,109,184,2025,48.0,False
2033,upturn,103,2032,103,184,2025,48.0,False
2034,upturn,101,2033,101,184,2025,48.0,False
2035,downturn,83,2034,83,184,2025,48.0,False
2026,upturn,59,2025,59,185,2025,48.0,False
2027,upturn,65,2026,65,185,2025,48.0,False
2028,downturn,63,2027,63,185,2025,48.0,False
2029,upturn,71,2028,71,185,2025,48.0,False
2030,upturn,74,2029,74,185,2025,48.0,False
2031,downturn,97,2030,97,185,2025,48.0,False
2032,upturn,86,2031,86,185,2025,48.0,False
2033,upturn,78,2032,78,185,2025,48.0,False
2034,downturn,71,2033,71,185,2025,48.0,False
2035,upturn,89,2034,89,185,2025,48.0,False
2026,upturn,52,2025,52,186,2025,48.0,False
2027,upturn,64,2026,64,186,2025,48.0,False
2028,downturn,56,2027,56,186,2025,48.0,False
2029,upturn,63,2028,63,186,2025,48.0,False
2030,upturn,60,2029,60,186,2025,48.0,False
2031,downturn,57,2030,57,186,2025,48.0,False
2032,upturn,72,2031,72,186,2025,48.0,False
2033,upturn,78,2032,78,186,2025,48.0,False
2034,downturn,80,2033,80,186,2025,48.0,False
2035,upturn,92,2034,92,186,2025,48.0,False
2026,upturn,47,2025,47,187,2025,48.0,False
2027,upturn,54,2026,54,187,2025,48.0,False
2028,downturn,49,2027,49,187,2025,48.0,False
2029,upturn,47,2028,47,187,2025,48.0,False
2030,upturn,62,2029,62,187,2025,48.0,False
2031,downturn,85,2030,85,187,2025,48.0,False
2032,upturn,100,2031,100,187,2025,48.0,False
2033,upturn,102,2032,102,187,2025,48.0,False
2034,downturn,95,2033,95,187,2025,48.0,False
2035,upturn,92,2034,92,187,2025,48.0,False
2026,downturn,45,2025,45,188,2025,48.0,False
2027,upturn,49,2026,49,188,2025,48.0,False
2028,upturn,57,2027,57,188,2025,48.0,False
2029,downturn,48,2028,48,188,2025,48.0,False
2030,upturn,49,2029,49,188,2025,48.0,False
2031,upturn,78,2030,78,188,2025,48.0,False
2032,downturn,76,2031,76,188,2025,48.0,False
2033,upturn,88,2032,88,188,2025,48.0,False
2034,upturn,112,2033,112,188,2025,48.0,False
2035,downturn,101,2034,101,188,2025,48.0,False
2026,downturn,51,2025,51,189,2025,48.0,False
2027,upturn,58,2026,58,189,2025,48.0,False
2028,upturn,65,2027,65,189,2025,48.0,False
2029,downturn,60,2028,60,189,2025,48.0,False
2030,upturn,61,2029,61,189,2025,48.0,False
2031,upturn,80,2030,80,189,2025,48.0,False
2032,downturn,66,2031,66,189,2025,48.0,False
2033,upturn,82,2032,82,189,2025,48.0,False
2034,upturn,93,2033,93,189,2025,48.0,False
2035,downturn,79,2034,79,189,2025,48.0,False
2026,upturn,58,2025,58,190,2025,48.0,False
2027,upturn,62,2026,62,190,2025,48.0,False
2028,downturn,61,2027,61,190,2025,48.0,False
2029,upturn,68,2028,68,190,2025,48.0,False
2030,upturn,75,2029,75,190,2025,48.0,False
2031,downturn,91,2030,91,190,2025,48.0,False
2032,upturn,102,2031,102,190,2025,48.0,False
2033,upturn,100,2032,100,190,2025,48.0,False
2034,downturn,87,2033,87,190,2025,48.0,False
2035,upturn,92,2034,92,190,2025,48.0,False
2026,upturn,57,2025,57,191,2025,48.0,False
2027,upturn,67,2026,67,191,2025,48.0,False
2028,downturn,56,2027,56,191,2025,48.0,False
2029,upturn,62,2028,62,191,2025,48.0,False
2030,upturn,71,2029,71,191,2025,48.0,False
2031,downturn,89,2030,89,191,2025,48.0,False
2032,upturn,92,2031,92,191,2025,48.0,False
2033,upturn,96,2032,96,191,2025,48.0,False
2034,downturn,86,2033,86,191,2025,48.0,False
2035,upturn,96,2034,96,191,2025,48.0,False
2026,downturn,50,2025,50,192,2025,48.0,False
2027,upturn,61,2026,61,192,2025,48.0,False
2028,upturn,65,2027,65,192,2025,48.0,False
2029,downturn,60,2028,60,192,2025,48.0,False
2030,upturn,68,2029,68,192,2025,48.0,False
2031,upturn,102,2030,102,192,2025,48.0,False
2032,downturn,97,2031,97,192,2025,48.0,False
2033,upturn,100,2032,100,192,2025,48.0,False
2034,upturn,100,2033,100,192,2025,48.0,False
2035,downturn,85,2034,85,192,2025,48.0,False
2026,downturn,44,2025,44,193,2025,48.0,False
2027,upturn,48,2026,48,193,2025,48.0,False
2028,upturn,55,2027,55,193,2025,48.0,False
2029,downturn,55,2028,55,193,2025,48.0,False
2030,upturn,67,2029,67,193,2025,48.0,False
2031,upturn,108,2030,108,193,2025,48.0,False
2032,downturn,83,2031,83,193,2025,48.0,False
2033,upturn,87,2032,87,193,2025,48.0,False
2034,upturn,108,2033,108,193,2025,48.0,False
2035,downturn,88,2034,88,193,2025,48.0,False
2026,downturn,47,2025,47,194,2025,48.0,False
2027,upturn,58,2026,58,194,2025,48.0,False
2028,upturn,63,2027,63,194,2025,48.0,False
2029,downturn,53,2028,53,194,2025,48.0,False
2030,upturn,55,2029,55,194,2025,48.0,False
2031,upturn,91,2030,91,194,2025,48.0,False
2032,downturn,92,2031,92,194,2025,48.0,False
2033,upturn,95,2032,95,194,2025,48.0,False
2034,upturn,105,2033,105,194,2025,48.0,False
2035,downturn,98,2034,98,194,2025,48.0,False
2026,downturn,47,2025,47,195,2025,48.0,False
2027,upturn,52,2026,52,195,2025,48.0,False
2028,upturn,56,2027,56,195,2025,48.0,False
2029,downturn,52,2028,52,195,2025,48.0,False
2030,upturn,57,2029,57,195,2025,48.0,False
2031,upturn,73,2030,73,195,2025,48.0,False
2032,downturn,74,2031,74,195,2025,48.0,False
2033,upturn,66,2032,66,195,2025,48.0,False
2034,upturn,64,2033,64,195,2025,48.0,False
2035,downturn,57,2034,57,195,2025,48.0,False
2026,downturn,48,2025,48,196,2025,48.0,False
2027,upturn,50,2026,50,196,2025,48.0,False
2028,upturn,56,2027,56,196,2025,48.0,False
2029,downturn,57,2028,57,196,2025,48.0,False
2030,upturn,61,2029,61,196,2025,48.0,False
2031,upturn,81,2030,81,196,2025,48.0,False
2032,downturn,73,2031,73,196,2025,48.0,False
2033,upturn,82,2032,82,196,2025,48.0,False
2034,upturn,96,2033,96,196,2025,48.0,False
2035,downturn,93,2034,93,196,2025,48.0,False
2026,upturn,56,2025,56,197,2025,48.0,False
2027,upturn,62,2026,62,197,2025,48.0,False
2028,downturn,56,2027,56,197,2025,48.0,False
2029,upturn,62,2028,62,197,2025,48.0,False
2030,upturn,63,2029,63,197,2025,48.0,False
2031,downturn,82,2030,82,197,2025,48.0,False
2032,upturn,91,2031,91,197,2025,48.0,False
2033,upturn,86,2032,86,197,2025,48.0,False
2034,downturn,79,2033,79,197,2025,48.0,False
2035,upturn,93,2034,93,197,2025,48.0,False
2026,downturn,44,2025,44,198,2025,48.0,False
2027,upturn,54,2026,54,198,2025,48.0,False
2028,upturn,61,2027,61,198,2025,48.0,False
2029,downturn,56,2028,56,198,2025,48.0,False
2030,upturn,58,2029,58,198,2025,48.0,False
2031,upturn,92,2030,92,198,2025,48.0,False
2032,downturn,79,2031,79,198,2025,48.0,False
2033,upturn,99,2032,99,198,2025,48.0,False
2034,upturn,101,2033,101,198,2025,48.0,False
2035,downturn,87,2034,87,198,2025,48.0,False
2026,upturn,61,2025,61,199,2025,48.0,False
2027,upturn,62,2026,62,199,2025,48.0,False
2028,downturn,53,2027,53,199,2025,48.0,False
2029,upturn,54,2028,54,199,2025,48.0,False
2030,upturn,66,2029,66,199,2025,48.0,False
2031,downturn,82,2030,82,199,2025,48.0,False
2032,upturn,85,2031,85,199,2025,48.0,False
2033,upturn,96,2032,96,199,2025,48.0,False
2034,downturn,84,2033,84,199,2025,48.0,False
2035,upturn,89,2034,89,199,2025,48.0,False
2026,upturn,47,2025,47,200,2025,48.0,False
2027,upturn,59,2026,59,200,2025,48.0,False
2028,downturn,53,2027,53,200,2025,48.0,False
2029,upturn,59,2028,59,200,2025,48.0,False
2030,upturn,66,2029,66,200,2025,48.0,False
2031,downturn,90,2030,90,200,2025,48.0,False
2032,upturn,88,2031,88,200,2025,48.0,False
2033,upturn,96,2032,96,200,2025,48.0,False
2034,downturn,81,2033,81,200,2025,48.0,False
2035,upturn,87,2034,87,200,2025,48.0,False
2026,upturn,57,2025,57,201,2025,48.0,False
2027,upturn,61,2026,61,201,2025,48.0,False
2028,downturn,57,2027,57,201,2025,48.0,False
2029,upturn,71,2028,71,201,2025,48.0,False
2030,upturn,70,2029,70,201,2025,48.0,False
2031,downturn,90,2030,90,201,2025,48.0,False
2032,upturn,119,2031,119,201,2025,48.0,False
2033,upturn,120,2032,120,201,2025,48.0,False
2034,downturn,103,2033,103,201,2025,48.0,False
2035,upturn,108,2034,108,201,2025,48.0,False
2026,downturn,43,2025,43,202,2025,48.0,False
2027,upturn,52,2026,52,202,2025,48.0,False
2028,upturn,60,2027,60,202,2025,48.0,False
2029,downturn,54,2028,54,202,2025,48.0,False
2030,upturn,60,2029,60,202,2025,48.0,False
2031,upturn,94,2030,94,202,2025,48.0,False
2032,downturn,85,2031,85,202,2025,48.0,False
2033,upturn,87,2032,87,202,2025,48.0,False
2034,upturn,101,2033,101,202,2025,48.0,False
2035,downturn,101,2034,101,202,2025,48.0,False
2026,upturn,66,2025,66,203,2025,48.0,False
2027,upturn,71,2026,71,203,2025,48.0,False
2028,downturn,64,2027,64,203,2025,48.0,False
2029,upturn,62,2028,62,203,2025,48.0,False
2030,upturn,62,2029,62,203,2025,48.0,False
2031,downturn,70,2030,70,203,2025,48.0,False
2032,upturn,70,2031,70,203,2025,48.0,False
2033,upturn,95,2032,95,203,2025,48.0,False
2034,downturn,90,2033,90,203,2025,48.0,False
2035,upturn,77,2034,77,203,2025,48.0,False
2026,downturn,48,2025,48,204,2025,48.0,False
2027,upturn,64,2026,64,204,2025,48.0,False
2028,upturn,55,2027,55,204,2025,48.0,False
2029,downturn,54,2028,54,204,2025,48.0,False
2030,upturn,67,2029,67,204,2025,48.0,False
2031,upturn,103,2030,103,204,2025,48.0,False
2032,downturn,79,2031,79,204,2025,48.0,False
2033,upturn,73,2032,73,204,2025,48.0,False
2034,upturn,76,2033,76,204,2025,48.0,False
2035,downturn,60,2034,60,204,2025,48.0,False
2026,downturn,45,2025,45,205,2025,48.0,False
2027,upturn,60,2026,60,205,2025,48.0,False
2028,upturn,60,2027,60,205,2025,48.0,False
2029,downturn,54,2028,54,205,2025,48.0,False
2030,upturn,60,2029,60,205,2025,48.0,False
2031,upturn,79,2030,79,205,2025,48.0,False
2032,downturn,75,2031,75,205,2025,48.0,False
2033,upturn,72,2032,72,205,2025,48.0,False
2034,upturn,75,2033,75,205,2025,48.0,False
2035,downturn,82,2034,82,205,2025,48.0,False
2026,upturn,56,2025,56,206,2025,48.0,False
2027,upturn,66,2026,66,206,2025,48.0,False
2028,downturn,59,2027,59,206,2025,48.0,False
2029,upturn,60,2028,60,206,2025,48.0,False
2030,upturn,65,2029,65,206,2025,48.0,False
2031,downturn,84,2030,84,206,2025,48.0,False
2032,upturn,94,2031,94,206,2025,48.0,False
2033,upturn,103,2032,103,206,2025,48.0,False
2034,downturn,83,2033,83,206,2025,48.0,False
2035,upturn,105,2034,105,206,2025,48.0,False
2026,upturn,56,2025,56,207,2025,48.0,False
2027,upturn,64,2026,64,207,2025,48.0,False
2028,downturn,69,2027,69,207,2025,48.0,False
2029,upturn,65,2028,65,207,2025,48.0,False
2030,upturn,64,2029,64,207,2025,48.0,False
2031,downturn,87,2030,87,207,2025,48.0,False
2032,upturn,87,2031,87,207,2025,48.0,False
2033,upturn,81,2032,81,207,2025,48.0,False
2034,downturn,67,2033,67,207,2025,48.0,False
2035,upturn,80,2034,80,207,2025,48.0,False
2026,downturn,50,2025,50,208,2025,48.0,False
2027,upturn,51,2026,51,208,2025,48.0,False
2028,upturn,57,2027,57,208,2025,48.0,False
2029,downturn,55,2028,55,208,2025,48.0,False
2030,upturn,55,2029,55,208,2025,48.0,False
2031,upturn,57,2030,57,208,2025,48.0,False
2032,downturn,49,2031,49,208,2025,48.0,False
2033,upturn,74,2032,74,208,2025,48.0,False
2034,upturn,72,2033,72,208,2025,48.0,False
2035,downturn,69,2034,69,208,2025,48.0,False
2026,downturn,50,2025,50,209,2025,48.0,False
2027,upturn,57,2026,57,209,2025,48.0,False
2028,upturn,58,2027,58,209,2025,48.0,False
2029,downturn,60,2028,60,209,2025,48.0,False
2030,upturn,62,2029,62,209,2025,48.0,False
2031,upturn,103,2030,103,209,2025,48.0,False
2032,downturn,90,2031,90,209,2025,48.0,False
2033,upturn,104,2032,104,209,2025,48.0,False
2034,upturn,95,2033,95,209,2025,48.0,False
2035,downturn,84,2034,84,209,2025,48.0,False
2026,upturn,53,2025,53,210,2025,48.0,False
2027,upturn,65,2026,65,210,2025,48.0,False
2028,downturn,59,2027,59,210,2025,48.0,False
2029,upturn,69,2028,69,210,2025,48.0,False
2030,upturn,70,2029,70,210,2025,48.0,False
2031,downturn,83,2030,83,210,2025,48.0,False
2032,upturn,103,2031,103,210,2025,48.0,False
2033,upturn,109,2032,109,210,2025,48.0,False
2034,downturn,92,2033,92,210,2025,48.0,False
2035,upturn,86,2034,86,210,2025,48.0,False
2026,upturn,47,2025,47,211,2025,48.0,False
2027,upturn,56,2026,56,211,2025,48.0,False
2028,downturn,50,2027,50,211,2025,48.0,False
2029,upturn,56,2028,56,211,2025,48.0,False
2030,upturn,63,2029,63,211,2025,48.0,False
2031,downturn,92,2030,92,211,2025,48.0,False
2032,upturn,101,2031,101,211,2025,48.0,False
2033,upturn,92,2032,92,211,2025,48.0,False
2034,downturn,92,2033,92,211,2025,48.0,False
2035,upturn,91,2034,91,211,2025,48.0,False
2026,upturn,49,2025,49,212,2025,48.0,False
2027,upturn,54,2026,54,212,2025,48.0,False
2028,downturn,57,2027,57,212,2025,48.0,False
2029,upturn,62,2028,62,212,2025,48.0,False
2030,upturn,64,2029,64,212,2025,48.0,False
2031,downturn,82,2030,82,212,2025,48.0,False
2032,upturn,67,2031,67,212,2025,48.0,False
2033,upturn,80,2032,80,212,2025,48.0,False
2034,downturn,70,2033,70,212,2025,48.0,False
2035,upturn,66,2034,66,212,2025,48.0,False
2026,upturn,61,2025,61,213,2025,48.0,False
2027,upturn,67,2026,67,213,2025,48.0,False
2028,downturn,68,2027,68,213,2025,48.0,False
2029,upturn,68,2028,68,213,2025,48.0,False
2030,upturn,68,2029,68,213,2025,48.0,False
2031,downturn,76,2030,76,213,2025,48.0,False
2032,upturn,91,2031,91,213,2025,48.0,False
2033,upturn,89,2032,89,213,2025,48.0,False
2034,downturn,85,2033,85,213,2025,48.0,False
2035,upturn,93,2034,93,213,2025,48.0,False
2026,upturn,53,2025,53,214,2025,48.0,False
2027,upturn,63,2026,63,214,2025,48.0,False
2028,downturn,56,2027,56,214,2025,48.0,False
2029,upturn,63,2028,63,214,2025,48.0,False
2030,upturn,64,2029,64,214,2025,48.0,False
2031,downturn,70,2030,70,214,2025,48.0,False
2032,upturn,78,2031,78,214,2025,48.0,False
2033,upturn,84,2032,84,214,2025,48.0,False
2034,downturn,81,2033,81,214,2025,48.0,False
2035,upturn,94,2034,94,214,2025,48.0,False
2026,downturn,43,2025,43,215,2025,48.0,False
2027,upturn,54,2026,54,215,2025,48.0,False
2028,upturn,57,2027,57,215,2025,48.0,False
2029,downturn,58,2028,58,215,2025,48.0,False
2030,upturn,61,2029,61,215,2025,48.0,False
2031,upturn,87,2030,87,215,2025,48.0,False
2032,downturn,77,2031,77,215,2025,48.0,False
2033,upturn,84,2032,84,215,2025,48.0,False
2034,upturn,84,2033,84,215,2025,48.0,False
2035,downturn,68,2034,68,215,2025,48.0,False
2026,downturn,51,2025,51,216,2025,48.0,False
2027,upturn,65,2026,65,216,2025,48.0,False
2028,upturn,65,2027,65,216,2025,48.0,False
2029,downturn,60,2028,60,216,2025,48.0,False
2030,upturn,59,2029,59,216,2025,48.0,False
2031,upturn,74,2030,74,216,2025,48.0,False
2032,downturn,76,2031,76,216,2025,48.0,False
2033,upturn,73,2032,73,216,2025,48.0,False
2034,upturn,84,2033,84,216,2025,48.0,False
2035,downturn,82,2034,82,216,2025,48.0,False
2026,upturn,53,2025,53,217,2025,48.0,False
2027,upturn,64,2026,64,217,2025,48.0,False
2028,downturn,69,2027,69,217,2025,48.0,False
2029,upturn,73,2028,73,217,2025,48.0,False
2030,upturn,77,2029,77,217,2025,48.0,False
2031,downturn,91,2030,91,217,2025,48.0,False
2032,upturn,93,2031,93,217,2025,48.0,False
2033,upturn,89,2032,89,217,2025,48.0,False
2034,downturn,73,2033,73,217,2025,48.0,False
2035,upturn,97,2034,97,217,2025,48.0,False
2026,upturn,52,2025,52,218,2025,48.0,False
2027,upturn,49,2026,49,218,2025,48.0,False
2028,downturn,50,2027,50,218,2025,48.0,False
2029,upturn,53,2028,53,218,2025,48.0,False
2030,upturn,58,2029,58,218,2025,48.0,False
2031,downturn,70,2030,70,218,2025,48.0,False
2032,upturn,86,2031,86,218,2025,48.0,False
2033,upturn,89,2032,89,218,2025,48.0,False
2034,downturn,77,2033,77,218,2025,48.0,False
2035,upturn,81,2034,81,218,2025,48.0,False
2026,upturn,52,2025,52,219,2025,48.0,False
2027,upturn,61,2026,61,219,2025,48.0,False
2028,downturn,57,2027,57,219,2025,48.0,False
2029,upturn,66,2028,66,219,2025,48.0,False
2030,upturn,58,2029,58,219,2025,48.0,False
2031,downturn,76,2030,76,219,2025,48.0,False
2032,upturn,89,2031,89,219,2025,48.0,False
2033,upturn,72,2032,72,219,2025,48.0,False
2034,downturn,70,2033,70,219,2025,48.0,False
2035,upturn,85,2034,85,219,2025,48.0,False
2026,downturn,49,2025,49,220,2025,48.0,False
2027,upturn,59,2026,59,220,2025,48.0,False
2028,upturn,60,2027,60,220,2025,48.0,False
2029,downturn,51,2028,51,220,2025,48.0,False
2030,upturn,56,2029,56,220,2025,48.0,False
2031,upturn,82,2030,82,220,2025,48.0,False
2032,downturn,77,2031,77,220,2025,48.0,False
2033,upturn,81,2032,81,220,2025,48.0,False
2034,upturn,74,2033,74,220,2025,48.0,False
2035,downturn,72,2034,72,220,2025,48.0,False
2026,downturn,48,2025,48,221,2025,48.0,False
2027,upturn,54,2026,54,221,2025,48.0,False
2028,upturn,59,2027,59,221,2025,48.0,False
2029,downturn,54,2028,54,221,2025,48.0,False
2030,upturn,61,2029,61,221,2025,48.0,False
2031,upturn,95,2030,95,221,2025,48.0,False
2032,downturn,80,2031,80,221,2025,48.0,False
2033,upturn,84,2032,84,221,2025,48.0,False
2034,upturn,94,2033,94,221,2025,48.0,False
2035,downturn,96,2034,96,221,2025,48.0,False
2026,downturn,49,2025,49,222,2025,48.0,False
2027,upturn,49,2026,49,222,2025,48.0,False
2028,upturn,53,2027,53,222,2025,48.0,False
2029,downturn,51,2028,51,222,2025,48.0,False
2030,upturn,61,2029,61,222,2025,48.0,False
