PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,date,bin,ret,ecm_spread,z_score,ecm_spread_lag1,ecm_spread_lag2,corn_Close,soybean_Close,corn_Volume,soybean_Volume,corn_log_return,soybean_log_return
10.405032630471645,4.782326663220551,1.6437770752312926,1.353853604387885,-1.1618329339355902,-5.6894263900883795,1.7889413916498964,2.2430691832578162,-0.15624637094648242,0.030552100120859422,-1.0931358652878307,-3.3624767347822564,2.5234142069589756,0.9015758688520346,2005-01-05,1.0,0.0197142060699704,-0.0118701515722343,,-0.0056846528170484,-0.0172137720424365,201.5,534.0,1159.0,37,0.0024844733276619,0.0079906418117863
9.57291273709847,3.5185421788776705,1.1267646761740766,2.3163462991510837,-1.600683996302617,-4.0527301279189,0.06089381928722643,3.0704446831432155,2.449150310712945,-1.3399829929056313,-1.6996617832463752,-0.38417693138078435,1.5536803628138685,0.059813154837179125,2005-01-06,-1.0,-0.0294724067123803,0.007844054497736,,-0.0118701515722343,-0.0056846528170484,208.75,541.75,7093.0,35,0.0353479823442271,0.0144088014562736
7.043779381195269,-2.791132198682736,3.4954840786994157,10.49675648573871,5.765554993418203,0.5513153958725154,4.849475776453867,6.209226159877419,4.4582873675942105,2.1295510552959014,-1.108117867593516,0.6033452784976999,1.1579104051183031,3.161566110938529,2005-01-07,-1.0,-0.0351117123323216,-0.0216283522146443,,0.007844054497736,-0.0118701515722343,206.75,551.75,1307.0,17,-0.0096270298271641,0.0182904047203773
6.186240957547538,-1.442440053611532,1.6781565837243857,10.455123580182972,0.9118449752755171,-0.26779515122586145,3.960874569864866,4.96232207361675,1.1234697097517892,0.5005051837509976,-1.776702373227138,-0.29082205054059657,2.20255064843831,5.554530668831084,2005-01-10,-1.0,-0.0283383027332586,-0.0377318720929582,,-0.0216283522146443,0.007844054497736,206.75,560.0,998.0,65,0.0,0.014841738592349
5.06923135124082,2.8301811723657586,4.090727322849403,7.502851764970559,3.0811325041660056,-0.5011254917567389,6.383045210833304,2.7520005291423506,1.4347123197534288,-0.8223380238777095,-1.4886007658429063,-3.0975938012346695,1.016064277192395,2.262088151762506,2005-01-11,-1.0,-0.0238628570765131,-0.0328772074704528,,-0.0377318720929582,-0.0216283522146443,206.75,557.5,1091.0,10,0.0,-0.004474280394921
7.369417869157641,6.879728352702075,4.185476758698538,1.2214806229381276,2.1067663204199736,-5.096495480183237,-1.1632277377663718,2.2610617960229122,0.9801286458386695,-3.038333528688046,0.37669279378248677,-4.58594581179245,3.042157748069204,-0.08694478726308634,2005-01-12,1.0,0.0596690101078305,-0.056740064546966,,-0.0328772074704528,-0.0377318720929582,200.5,554.0,1427.0,11,-0.0306960871571767,-0.0062978165869899
9.696278462761201,8.40245223592752,0.42465456915138505,0.8956643959546436,-2.299296458376602,-3.448863361499578,-1.9917614549313718,2.5511179535470285,-0.7884743175208977,-1.845450590373062,-0.5668474135558759,-2.9696444959645363,2.155722609524502,1.5099412102202034,2005-01-13,1.0,0.0689991203870814,-0.0660701748262169,,-0.056740064546966,-0.0328772074704528,200.0,557.5,1189.0,10,-0.0024968801985871,0.0062978165869901
10.736645283665483,-1.2900089036135804,-4.878529172842621,1.3365357855055655,-0.2990106699687991,-1.092266632486647,-0.6073780561944514,3.2509150579428248,-0.650641247592461,-2.3736428685769075,-2.145508740238119,-2.689770653270748,1.1091124162348491,2.0335340037919485,2005-01-14,1.0,0.0522508790368672,-0.0493219334760026,,-0.0660701748262169,-0.056740064546966,197.25,542.0,3171.0,3364,-0.013845406822053,-0.0281965018946275
10.256705116675738,-7.946954031207582,0.2506199255565979,2.5492095016855463,3.0524570311763237,-1.0811924892996756,-1.5948486223305152,1.5077317503307894,-1.97137722010752,-1.6239975309155654,-2.9863967365166184,-2.329437859790444,0.6916054550591777,4.28983748760787,2005-01-18,1.0,0.0248773721714163,0.0029289455608645,,-0.0493219334760026,-0.0660701748262169,196.0,513.5,867.0,684,-0.0063573004954664,-0.0540159720710333
8.467261639814291,0.3225955514515679,2.29339465849256,1.008471520908431,0.944915165248319,-1.0200213118768895,-1.7364094623625086,2.099104913216922,-0.5899604264814718,-1.8551134149772,-2.6655187904902036,-2.5178961791544623,0.9588779666449818,4.4992391373356035,2005-01-19,1.0,0.0240350954458241,-0.0021950369854191,,0.0029289455608645,-0.0493219334760026,196.75,517.75,594.0,875,0.0038192280669953,0.0082424709070806
7.122776458219234,-2.076003162343862,3.986770640422707,2.7481300558266173,0.09384187070019452,-5.028740341944011,1.6725301367997962,1.4422985578005907,2.732261833040751,-2.175564898906526,-3.3438166779304814,-0.8409807132558655,0.8746984411496532,2.692729908457558,2005-01-20,1.0,0.0304305865840852,-0.0085905281236802,,-0.0021950369854191,0.0029289455608645,197.75,523.25,401.0,484,0.0050697193502505,0.0105668610504155
8.15204440845289,-1.8154007702365733,0.5917868068996697,2.6166915465966993,0.2915809488249742,-3.310098673154104,-1.7273745941338805,-0.10029622258465891,2.045686354437323,-2.652960745386919,-3.3020710078229762,-2.148914835730388,0.9504930092189054,1.6398993568133495,2005-01-21,1.0,0.0266338505010264,0.0011724672312545,,-0.0085905281236802,-0.0021950369854191,197.0,516.75,1033.0,1279,-0.0037998779097747,-0.0125001627642314
9.860849006179068,-0.598901867684513,-2.1249742812340826,3.525542383878442,0.21719204865096603,-3.9808868990850477,-2.454534844148607,0.056146728059316815,3.539534269344327,-1.4342459299555925,-1.3971160687602937,-1.3585874555876132,-0.195813528928642,2.64337263336397,2005-01-24,1.0,0.0236703420791775,-0.0018302836187724,,0.0011724672312545,-0.0085905281236802,197.75,520.0,505.0,449,0.0037998779097748,0.0062696130135953
8.308810279014093,2.5690805689855463,-1.8540108122532666,3.936166103605667,-1.669592673744244,-2.9298024332319836,-0.5709285499224332,-0.8292327963640824,3.5999310789343304,-3.463799937523337,0.12018847819254143,0.8217909439153678,-0.568819527201454,2.372304133865062,2005-01-25,1.0,0.0298168597591823,-0.0079768012987773,,-0.0018302836187724,0.0011724672312545,199.0,526.0,1975.0,570,0.006301218076729,0.0114724011622367
8.45954351990093,4.559274167192197,-2.4092634303607277,4.726948247922814,-1.5806693815613326,-2.060419038138238,-1.6616218196149974,-1.4036037411779785,3.13334163287455,-1.1812938708535337,-0.9788903357095984,-1.6774487757778476,-0.6338021981452665,0.9508980085135209,2005-01-26,1.0,0.0248679136502447,-0.0030278551898397,,-0.0079768012987773,-0.0018302836187724,198.75,523.0,829.0,406,-0.001257071190051,-0.0057197486727869
10.395884459702598,-4.195851344699985,-3.692777441939709,2.7221593712506467,-1.1731631347633655,-2.540159645594531,-1.3576703312156342,2.2963263058908794,1.9359123494136532,-0.42237172993164934,-2.9237979846069146,-3.5595804191239604,0.3488958863212779,0.4565255570332952,2005-01-27,1.0,0.0249312590481904,-0.0030912005877854,,-0.0030278551898397,-0.0079768012987773,195.75,515.75,1176.0,859,-0.0152094186635287,-0.0139593121135616
10.501832944664262,-5.398610102174153,-1.705231613560257,4.268978493978772,0.24525125692051392,-1.1299218150733585,-1.032269374120825,4.369133863007848,1.170617778761173,0.7884292969786887,-2.0889631977754677,-3.270747622526682,0.18567488807956414,1.5038794434256624,2005-01-28,1.0,0.0212434137250125,0.0005966447353924,,-0.0030912005877854,-0.0030278551898397,195.75,514.0,1612.0,2050,0.0,-0.0033988864961961
8.62891976028783,-1.8744658315669307,-4.207443593883881,0.030621999040325497,1.100864809035766,-2.7302377093544012,3.4498182216831346,3.0247446617754004,1.7022845877314603,-2.636026758420592,-1.4883548593670626,-1.5544585230500456,1.8197163389189488,2.1678430219596683,2005-01-31,1.0,0.0224263193610623,0.0053799983712186,,0.0005966447353924,-0.0030912005877854,197.0,514.75,1051.0,604,0.0063653938670759,0.0014580804527337
8.54944476995134,-1.6838027576321997,-4.880700335287347,0.2454357621817244,1.408685725068487,-2.559082188745203,3.4000044383651256,3.2519264055184776,1.0386483399299797,-1.4071914194425863,-1.9137976232705394,-2.497314092707019,1.7315419623147554,2.6899805670299366,2005-02-01,-1.0,-0.0181999007802122,0.021840058460405,,0.0053799983712186,0.0005966447353924,197.0,507.0,702.0,1107,0.0,-0.0151703423167157
9.254478354078127,-0.20225083413727368,-5.650122512485742,-0.7301193183177906,1.683759730703879,-2.553299315670921,3.541622863020175,3.0229274990870474,-0.20520995639308476,-1.1777335534095608,-1.4102514371503614,-3.056117013011761,1.7572237714537067,3.131046464786221,2005-02-02,-1.0,-0.0279056712008785,0.0166687201700903,,0.021840058460405,0.0053799983712186,195.25,505.25,525.0,328,-0.0089229400181931,-0.0034576473074527
