Date,Close,Volume,log_return
,ZS=F,ZS=F,
2005-03-23,623.25,2329,-0.0063974628428643595
2005-03-24,628.75,1316,0.008785999010281773
2005-03-28,625.75,742,-0.004782791102065361
2005-03-29,624.0,771,-0.0028005619424559254
2005-03-30,641.0,2115,0.02687908855124228
2005-03-31,627.5,2518,-0.021285785914731063
2005-04-01,614.0,1290,-0.021748742858796515
2005-04-04,615.0,475,0.0016273396593754076
2005-04-05,617.5,400,0.004056800695614469
2005-04-06,623.25,1102,0.009268653901534947
2005-04-07,623.5,853,0.00040104271642398177
2005-04-08,612.0,1033,-0.018616482607765075
2005-04-11,616.75,2332,0.0077314728971399705
2005-04-12,617.5,860,0.001215313092666258
2005-04-13,623.25,855,0.009268653901534947
2005-04-14,617.0,503,-0.010078698498279394
2005-04-15,616.25,505,-0.001216298548487909
2005-04-18,609.5,338,-0.01101377643557369
2005-04-19,631.0,831,0.03466691361988685
2005-04-20,630.75,322,-0.00039627502004601907
2005-04-21,637.75,157,0.011036769500753659
2005-04-22,633.0,527,-0.00747593487774461
2005-04-25,635.25,109,0.003548200056097177
2005-04-26,636.75,225,0.002358491659292883
2005-04-27,627.25,341,-0.015031928613034677
2005-04-28,618.0,521,-0.014856727788840847
2005-04-29,619.25,211,0.002020610911778074
2005-05-02,619.25,147,0.0
2005-05-03,618.75,68,-0.0008077544865688944
2005-05-04,620.0,75,0.0020181641562371953
2005-05-05,623.5,1,0.005629287080953875
2005-05-06,635.0,15,0.01827623377260041
2005-05-09,632.0,20,-0.004735604745834239
2005-05-10,628.25,20,-0.005951217723155839
2005-05-11,628.0,2,-0.00039800995550292467
2005-05-12,619.75,25,-0.013223995552898746
2005-05-13,603.75,1855,-0.026155965948517487
2005-05-16,623.5,1978,0.032188560153308676
2005-05-17,620.75,1236,-0.004420340731815186
2005-05-18,633.25,1739,0.01993686449350854
2005-05-19,629.25,769,-0.006336654866359396
2005-05-20,632.0,2348,0.0043607601314321325
2005-05-23,640.0,792,0.012578782206860185
2005-05-24,645.5,1304,0.008557033932979605
2005-05-25,666.5,1586,0.03201492933206607
2005-05-26,676.0,2633,0.014152936424200622
2005-05-27,667.75,3423,-0.012279224052893806
2005-05-31,680.25,1286,0.01854652567328537
2005-06-01,685.25,2003,0.007323357519539567
2005-06-02,668.5,1156,-0.024747338640897256
2005-06-03,675.25,3278,0.010046596130727163
2005-06-06,677.75,1532,0.0036954957060500327
2005-06-07,674.75,1330,-0.004436236480660889
2005-06-08,667.5,3591,-0.0108028616237094
2005-06-09,673.25,1365,0.00857734141730365
2005-06-10,666.25,3328,-0.010451756211653965
2005-06-13,680.5,1553,0.021162846611466536
2005-06-14,689.75,1510,0.01350139100587478
2005-06-15,702.5,1917,0.018316188110505283
2005-06-16,700.75,1284,-0.002494211163003151
2005-06-17,724.0,3973,0.03264020234081864
2005-06-20,739.0,1191,0.020506528562485492
2005-06-21,735.25,2216,-0.005087343514097373
2005-06-22,737.0,842,0.0023773147552322562
2005-06-23,725.75,1639,-0.015382289284597289
2005-06-24,744.5,1366,0.025507249219324374
2005-06-27,694.5,1295,-0.06952068992966524
2005-06-28,666.75,514,-0.04077699913227476
2005-06-29,672.0,817,0.007843177461025879
2005-06-30,651.75,172,-0.030597287709538467
2005-07-01,673.5,33,0.03282694303680754
2005-07-05,712.25,58,0.055940977527599016
2005-07-06,696.25,348,-0.02272018213652389
2005-07-07,692.0,69,-0.006122835623824181
2005-07-08,675.5,242,-0.024132798217415985
2005-07-11,688.0,242,0.018335680533090055
2005-07-12,698.5,0,0.015146340763672928
2005-07-13,711.5,5,0.0184402388328905
2005-07-14,723.0,567,0.01603380462885758
2005-07-15,721.0,939,-0.002770084873815601
2005-07-18,717.25,248,-0.005214682423474904
2005-07-19,682.5,513,-0.04966192780235936
2005-07-20,684.5,501,0.002926117669388771
2005-07-21,669.5,652,-0.022157479597276396
2005-07-22,669.25,544,-0.0003734827307653165
2005-07-25,669.75,234,0.000746826024256338
2005-07-26,676.0,156,0.009288567618245968
2005-07-27,673.75,145,-0.003333953819757212
2005-07-28,684.25,310,0.015464225697581553
2005-07-29,671.75,574,-0.0184371004251878
2005-08-01,673.0,171,0.0018590821491272457
2005-08-02,689.5,197,0.02422136758862861
2005-08-03,670.0,103,-0.028688984848344763
2005-08-04,671.25,11,0.0018639334380627327
2005-08-05,658.5,107,-0.01917712463973875
2005-08-08,660.5,8,0.003032602779044201
2005-08-09,643.0,51,-0.026852399724760605
2005-08-10,643.5,2,0.0007773027985620129
2005-08-11,641.0,2,-0.0038925701155113302
2005-08-12,643.0,92,0.0031152673169492786
2005-08-15,612.75,186,-0.04818770182939748
2005-08-16,616.75,158,0.006506733001244077
2005-08-17,615.0,153,-0.002841487602948166
2005-08-18,609.75,204,-0.008573230710488213
2005-08-19,597.25,111,-0.020713250890110807
2005-08-22,607.25,294,0.01660478167636288
2005-08-23,610.75,69,0.005747142255568071
2005-08-24,602.5,287,-0.013600044773039761
2005-08-25,587.0,353,-0.026062845536713633
2005-08-26,591.0,382,0.0067911975780017555
2005-08-29,594.0,102,0.0050633019565466345
2005-08-30,599.75,55,0.00963358235715908
2005-08-31,586.75,69,-0.021914066988671092
2005-09-01,595.75,10,0.015222281247718522
2005-09-02,588.5,16,-0.01224418927852013
2005-09-06,604.75,5,0.027238222789805217
2005-09-07,595.0,1,-0.016253743944506835
2005-09-08,590.5,1,-0.007591769908212738
2005-09-09,580.5,1,-0.017079834499470765
2005-09-12,575.0,3,-0.009519760340595778
2005-09-13,576.0,1,0.001737619898540878
2005-09-14,569.5,1054,-0.011348877808654397
2005-09-15,568.75,1501,-0.0013178126220766758
2005-09-16,571.25,997,0.004385971943254268
2005-09-19,576.0,372,0.008280718487476836
2005-09-20,572.0,883,-0.006968669316093316
2005-09-21,577.75,524,0.010002257774692153
2005-09-22,580.5,802,0.0047485519834560225
2005-09-23,574.0,739,-0.011260404818379815
2005-09-26,567.5,544,-0.01138864696400864
2005-09-27,557.5,800,-0.017778246021283944
2005-09-28,562.75,308,0.009372976452567761
2005-09-29,560.5,524,-0.004006237274627059
2005-09-30,573.25,955,0.02249267922579915
2005-10-03,581.0,2119,0.013428835113897426
2005-10-04,562.5,501,-0.032359622773336046
2005-10-05,563.5,444,0.0017761994012558946
2005-10-06,564.25,533,0.0013300822178141565
2005-10-07,564.25,976,0.0
2005-10-10,555.5,1161,-0.015628806617960376
2005-10-11,563.5,1617,0.01429872440014636
2005-10-12,589.0,2079,0.04425885017175578
2005-10-13,588.25,1853,-0.0012741560441148817
2005-10-14,589.5,1137,0.0021226923699536886
2005-10-17,591.25,2047,0.0029642198287172152
2005-10-18,584.5,841,-0.011482158894019616
2005-10-19,589.25,1134,0.008093760904117432
2005-10-20,585.0,2485,-0.007238694584383946
2005-10-21,572.25,1114,-0.02203588839918045
2005-10-24,575.0,404,0.0047940819646743755
2005-10-25,578.0,243,0.005203827875027044
2005-10-26,571.5,514,-0.011309385437512129
2005-10-27,571.0,283,-0.0008752735788551528
2005-10-28,565.0,533,-0.01056347850956926
2005-10-31,564.75,260,-0.0004425757983282826
2005-11-01,574.5,236,0.017116941940697707
2005-11-02,573.5,413,-0.001742160719385037
2005-11-03,591.75,24,0.031326311824667996
2005-11-04,580.5,81,-0.01919444725614718
2005-11-07,571.5,37,-0.01562531790308087
2005-11-08,574.25,21,0.0048003583343423015
2005-11-09,578.25,74,0.006941459542340984
2005-11-10,577.0,9,-0.002164034603448993
2005-11-11,593.0,19,0.02735213248962588
2005-11-14,590.25,722,-0.0046482230321031265
2005-11-15,592.25,513,0.0033826670732726456
2005-11-16,576.75,926,-0.02651994598503176
2005-11-17,579.25,703,0.004325266258622614
2005-11-18,569.75,746,-0.016536495186692004
2005-11-21,572.25,393,0.004378290706882485
2005-11-22,572.25,451,0.0
2005-11-23,562.0,451,-0.018074108938985034
2005-11-24,562.0,1020,0.0
2005-11-25,554.25,1770,-0.013886001397270226
2005-11-28,558.25,1470,0.00719104222384645
2005-11-29,554.0,1441,-0.0076422039729834084
2005-11-30,558.0,752,0.007194275634027231
2005-12-01,559.75,751,0.0031312930975532305
2005-12-02,562.75,606,0.005345224307977379
2005-12-05,573.25,851,0.018486441951172224
2005-12-06,564.0,562,-0.016267670239954957
2005-12-07,559.0,772,-0.008904778342959722
2005-12-08,566.75,1394,0.013768816232539224
2005-12-09,568.75,2288,0.0035226808775217864
2005-12-12,584.0,1570,0.026460012563066966
2005-12-13,597.5,2972,0.022853300977438682
2005-12-14,592.5,1150,-0.008403410796379504
2005-12-15,587.25,1541,-0.008900249470264125
2005-12-16,592.25,1252,0.00847821949987269
2005-12-19,608.5,1288,0.027068069388686933
2005-12-20,605.25,1413,-0.005355316609414003
2005-12-21,606.5,691,0.0020631325659369454
2005-12-22,612.75,364,0.010252294024117033
2005-12-23,613.0,598,0.0004079135279895376
2005-12-27,611.5,300,-0.002449980808984324
2005-12-28,611.0,150,-0.0008179959556316983
2005-12-29,597.75,129,-0.021924352833161263
2005-12-30,602.0,132,0.007084838970386891
2006-01-03,617.5,280,0.025421623193311146
2006-01-04,621.0,35,0.005652013431346402
2006-01-05,608.0,27,-0.021156199967311738
2006-01-06,600.5,146,-0.012412240446128793
2006-01-09,584.0,116,-0.02786165869181123
2006-01-10,578.25,31,-0.009894681716678549
2006-01-11,574.5,120,-0.006506203822738167
2006-01-12,562.0,120,-0.02199824739511926
2006-01-13,565.0,2654,0.005323881252749797
2006-01-17,571.25,2203,0.011001211061973583
2006-01-18,565.75,1067,-0.009674657694767753
2006-01-19,565.0,1012,-0.0013265533672057752
2006-01-20,568.0,3512,0.005295687574710503
2006-01-23,574.5,880,0.011378678567659034
2006-01-24,571.25,2095,-0.005673155080395927
2006-01-25,567.0,980,-0.007467638480662361
2006-01-26,573.0,4005,0.010526412986987603
2006-01-27,589.25,5643,0.02796482510150083
2006-01-30,598.75,2467,0.0159936069088844
2006-01-31,594.25,3062,-0.007544042484821737
2006-02-01,579.5,1091,-0.025134443460496893
2006-02-02,584.0,2663,0.0077353200484207366
2006-02-03,594.75,4447,0.018240166354839923
2006-02-06,587.0,1283,-0.013116329354970606
2006-02-07,574.0,3368,-0.02239542350853005
2006-02-08,578.0,1691,0.006944472352810995
2006-02-09,587.75,3699,0.016727818747801375
2006-02-10,582.25,4865,-0.00940177865572856
2006-02-13,584.25,1197,0.0034290646545169687
2006-02-14,583.25,760,-0.0017130625174279783
2006-02-15,587.0,1028,0.006408908926557088
2006-02-16,591.5,448,0.007636863590344971
2006-02-17,601.25,1475,0.01634913800152941
2006-02-21,587.5,588,-0.023134575401656855
2006-02-22,574.0,852,-0.02324684969874762
2006-02-23,571.75,1087,-0.003927563416675949
2006-02-24,577.25,987,0.009573615331714221
2006-02-27,579.5,566,0.0038902145452016203
2006-02-28,580.25,28,0.0012933823747399238
2006-03-01,577.5,320,-0.004750602758597865
2006-03-02,591.0,59,0.02310757501014949
2006-03-03,593.25,22,0.0037998779097748424
2006-03-06,587.0,6,-0.010591075487776503
2006-03-07,578.0,114,-0.01545095115571899
2006-03-08,572.25,4,-0.00999790983970135
2006-03-09,576.5,8,0.007399380876437699
2006-03-10,578.25,41,0.0030309614024349304
2006-03-13,573.5,15,-0.008248364542123151
2006-03-14,574.75,666,0.0021772270738655403
2006-03-15,584.25,858,0.016393809775676352
2006-03-16,576.25,757,-0.013787379108109107
2006-03-17,576.5,2097,0.00043374539825539034
2006-03-20,572.5,776,-0.006962604280719055
2006-03-21,575.25,1336,0.00479199348708048
2006-03-22,577.0,1032,0.003037537592624198
2006-03-23,574.75,323,-0.003907102864808599
2006-03-24,573.75,4458,-0.0017414022685360484
2006-03-27,579.5,667,0.009971901405051381
2006-03-28,581.5,882,0.003445309178912825
2006-03-29,582.5,607,0.0017182134811365036
2006-03-30,587.75,988,0.008972501980323244
2006-03-31,571.5,2192,-0.028037204185313573
2006-04-03,565.0,895,-0.01143875208842437
2006-04-04,558.75,1039,-0.011123585218662316
2006-04-05,561.5,1293,0.004909628250719268
2006-04-06,564.0,1456,0.004442477319560994
2006-04-07,557.75,2905,-0.011143418185416957
2006-04-10,555.25,1681,-0.004492370538105083
2006-04-11,562.5,817,0.01297267130403827
2006-04-12,560.5,697,-0.0035618915663605745
2006-04-13,563.0,1313,0.004450385627475862
2006-04-17,571.5,374,0.014984855095174885
2006-04-18,575.5,776,0.006974744927071951
2006-04-19,574.0,316,-0.002609831842370897
2006-04-20,571.25,496,-0.004802454111151952
2006-04-21,569.75,1316,-0.002629274082620821
2006-04-24,574.25,1007,0.007867173443413986
2006-04-25,579.5,580,0.0091008212105987
2006-04-26,575.75,622,-0.006492124079011776
2006-04-27,575.25,1348,-0.000868809785319327
2006-04-28,587.25,880,0.020645894623546893
2006-05-01,593.25,240,0.01016527177685071
2006-05-02,590.5,135,-0.004646259678455985
2006-05-03,592.75,5,0.0038030893080979256
2006-05-04,590.75,5,-0.0033798088784976216
2006-05-05,594.5,5,0.006327800063819381
2006-05-08,586.0,5,-0.01440092655382388
2006-05-09,592.5,103,0.011031083432273634
2006-05-10,593.25,11,0.0012650223065867022
2006-05-11,602.75,8,0.01588662174540752
2006-05-12,600.0,2768,-0.004572861845134037
2006-05-15,604.5,2761,0.0074720148387010564
2006-05-16,602.75,1419,-0.002899152993566905
2006-05-17,604.0,1503,0.0020716808735345353
2006-05-18,598.0,1306,-0.009983443984183262
2006-05-19,587.0,3403,-0.018565934122535276
2006-05-22,582.5,2104,-0.0076956343882407675
2006-05-23,586.75,1753,0.007269649291277345
2006-05-24,582.5,1298,-0.007269649291277222
2006-05-25,584.25,1266,0.0029997879791117
2006-05-26,582.5,4063,-0.0029997879791116636
2006-05-30,583.5,2298,0.001715266286754946
2006-05-31,579.5,3837,-0.006878788946804306
2006-06-01,586.75,1744,0.012433171951326585
2006-06-02,609.0,4098,0.03721943297876413
2006-06-05,603.25,4978,-0.009486563204755926
2006-06-06,593.5,1059,-0.01629449045541835
2006-06-07,597.0,1393,0.005879899342879251
2006-06-08,587.75,1680,-0.015615425972423215
2006-06-09,585.75,4555,-0.0034086100322738297
2006-06-12,600.0,2505,0.02403657782824132
2006-06-13,595.75,1498,-0.007108539237294862
2006-06-14,589.5,846,-0.010546396001425842
2006-06-15,592.5,1130,0.005076153031860568
2006-06-16,600.25,1220,0.012995362092076346
2006-06-19,584.5,1562,-0.026589454189239498
2006-06-20,585.25,662,0.001282325458897062
2006-06-21,586.25,457,0.001707213389469027
2006-06-22,583.0,399,-0.005559133409996704
2006-06-23,580.5,1479,-0.004297385212546209
2006-06-26,569.5,342,-0.019131018250709304
2006-06-27,578.0,575,0.014815085785140682
2006-06-28,578.5,319,0.0008646779613537528
2006-06-29,581.75,349,0.0056022555486697516
2006-06-30,594.75,810,0.02210034700066592
2006-07-03,601.5,769,0.011285386231666607
2006-07-05,594.5,629,-0.011705819283897025
2006-07-06,608.5,1035,0.023276196296745377
2006-07-07,602.0,647,-0.010739467118760846
2006-07-10,603.0,680,0.0016597514183644708
2006-07-11,607.0,651,0.006611594332312789
2006-07-12,603.0,651,-0.006611594332312818
2006-07-13,597.5,18,-0.009162912921519724
2006-07-14,602.0,202,0.007503161503155315
2006-07-17,590.0,307,-0.020134908409055925
2006-07-18,589.0,725,-0.001696353248178402
2006-07-19,585.75,380,-0.005533106263681692
2006-07-20,584.25,346,-0.0025641039689376474
2006-07-21,577.0,365,-0.012486706910867743
2006-07-24,583.25,849,0.010773644393439807
2006-07-25,585.25,756,0.0034231954694808947
2006-07-26,581.75,135,-0.005998304188618999
2006-07-27,574.0,546,-0.013411405862834668
2006-07-28,576.5,625,0.0043459433895472075
2006-07-31,579.5,678,0.005190323070692638
2006-08-01,573.5,250,-0.010407726210381012
2006-08-02,581.75,85,0.014282865612975638
2006-08-03,576.0,3,-0.009933141486509894
2006-08-04,577.5,166,0.0026007817000574403
2006-08-07,563.25,267,-0.024984863083594742
2006-08-08,557.5,312,-0.010261075978079997
2006-08-09,562.0,121,0.008039346559417185
2006-08-10,557.0,17,-0.00893660996640708
2006-08-11,551.0,3,-0.010830430774369553
2006-08-14,549.75,963,-0.0022711797180439064
2006-08-15,556.5,718,0.012203541280729063
2006-08-16,552.25,626,-0.007666328415372933
2006-08-17,551.5,707,-0.0013590036066694312
2006-08-18,547.0,1670,-0.00819303627157598
2006-08-21,548.25,971,0.0022825848760164775
2006-08-22,549.25,1360,0.0018223239667220683
2006-08-23,552.25,2226,0.005447131035506942
2006-08-24,551.5,2013,-0.0013590036066694312
2006-08-25,543.0,1479,-0.01553251875962172
2006-08-28,537.75,1749,-0.00971555178609601
2006-08-29,537.0,2566,-0.0013956736389746914
2006-08-30,542.0,2704,0.009267906930781456
2006-08-31,542.25,1022,0.0004611482673376269
2006-09-01,538.5,387,-0.00693965311054048
2006-09-05,541.25,452,0.005093782720256418
2006-09-06,534.0,192,-0.013485440356504797
2006-09-07,538.5,191,0.00839165763624838
2006-09-08,537.0,11,-0.0027894020875785254
2006-09-11,532.0,5,-0.009354605167220349
2006-09-12,527.25,206,-0.008968669982760375
2006-09-13,530.0,206,0.0052021871872835815
2006-09-14,532.0,21298,0.0037664827954768648
2006-09-15,549.75,16588,0.03282014009322627
2006-09-18,553.0,17941,0.005894372087464245
2006-09-19,544.25,21133,-0.015949301407677953
2006-09-20,549.25,19825,0.009145011150062742
2006-09-21,558.0,18394,0.015805251116591444
2006-09-22,549.25,26136,-0.01580525111659137
2006-09-25,545.0,18594,-0.007767916601475537
2006-09-26,546.75,15443,0.003205864893633049
2006-09-27,542.5,25532,-0.007803574142262656
2006-09-28,552.75,25043,0.0187177343229411
2006-09-29,547.5,19449,-0.009543358046899746
2006-10-02,545.25,9649,-0.004118056608917486
2006-10-03,542.5,29368,-0.00505631966712386
2006-10-04,555.25,37679,0.02323037735992212
2006-10-05,565.5,27519,0.018291832781638363
2006-10-06,564.0,27550,-0.0026560440581162963
2006-10-09,574.5,33391,0.018445845790751432
2006-10-10,560.5,25659,-0.024670854776595745
2006-10-11,562.25,41657,0.0031173483272104313
2006-10-12,579.75,29248,0.03065038529621598
2006-10-13,591.5,23713,0.02006470728280041
2006-10-16,589.0,31911,-0.004235499766854815
2006-10-17,600.5,27508,0.019336457868451545
2006-10-18,604.5,32812,0.006639028534809085
2006-10-19,608.0,22497,0.005773211911319587
2006-10-20,606.5,17987,-0.0024701535820621447
2006-10-23,617.5,18659,0.017974340118027524
2006-10-24,623.5,16232,0.009669696617958927
2006-10-25,622.0,12992,-0.0024086723809116557
2006-10-26,627.75,8935,0.009201905298514996
2006-10-27,635.5,10861,0.012270092591814401
2006-10-30,639.75,8055,0.006665384410389364
2006-10-31,630.25,6353,-0.014960908971868995
2006-11-01,645.0,6017,0.02313375072774338
2006-11-02,648.25,3292,0.005026107623001198
2006-11-03,649.0,595,0.001156292285316322
2006-11-06,649.25,938,0.00038513383876772895
2006-11-07,654.75,779,0.008435632844963379
2006-11-08,666.25,921,0.01741149209223303
2006-11-09,657.5,730,-0.013220211428134718
2006-11-10,651.25,423,-0.009551170984342968
2006-11-13,646.5,213,-0.007320394855664529
2006-11-14,656.0,30446,0.014587590732176903
2006-11-15,663.75,34013,0.011744783612059462
2006-11-16,656.5,25971,-0.010982878813297738
2006-11-17,660.5,32607,0.006074430219529086
2006-11-20,667.5,15768,0.010542266312024666
2006-11-21,673.0,21301,0.008205939370323186
2006-11-22,674.0,21301,0.001484781267579224
2006-11-23,674.0,13660,0.0
2006-11-24,684.25,30651,0.015093237008481517
2006-11-27,688.0,21655,0.005465490012555156
2006-11-28,686.25,23359,-0.0025468451096032504
2006-11-29,682.25,32327,-0.005845833235292548
2006-11-30,685.5,29382,0.004752339413921234
2006-12-01,677.0,32098,-0.012477226090094048
2006-12-04,659.25,25445,-0.026568447678878924
2006-12-05,664.25,28933,0.007555759406526732
2006-12-06,654.25,28151,-0.015169043229667625
2006-12-07,662.0,36565,0.01177601452675295
2006-12-08,656.0,38668,-0.009104766992919204
2006-12-11,666.75,31165,0.016254374118034584
2006-12-12,663.0,31137,-0.005640172876261197
2006-12-13,661.0,18708,-0.0030211503341762112
2006-12-14,662.75,13383,0.0026440053174486607
2006-12-15,657.5,15998,-0.007953081117215297
2006-12-18,648.0,15897,-0.01455406769964489
2006-12-19,653.5,9349,0.008451836712002036
2006-12-20,648.25,10944,-0.008066108645502843
2006-12-21,650.25,4795,0.0030804799099871855
2006-12-22,659.5,7316,0.014125067828608263
2006-12-26,671.5,5513,0.018032043805922965
2006-12-27,669.5,8701,-0.0029828508320650245
2006-12-28,675.75,5877,0.009292020025329887
2006-12-29,683.5,4887,0.01140347100744725
2007-01-03,669.25,3387,-0.021068973763542366
2007-01-04,662.75,2798,-0.009759837231326928
2007-01-05,668.0,1311,0.007890328367510798
2007-01-08,665.0,1736,-0.004501132880791538
2007-01-09,653.5,846,-0.01744450759157754
2007-01-10,653.75,508,0.0003824823148560118
2007-01-11,664.0,1,0.01555713409730119
2007-01-12,706.0,55514,0.06133308801680813
2007-01-16,708.5,53747,0.0035348216374930293
2007-01-17,722.0,44581,0.018875079762091157
2007-01-18,716.25,34671,-0.007995870863876861
2007-01-19,717.75,32373,0.002092050972223951
2007-01-22,717.25,29654,-0.0006968641396991812
2007-01-23,727.25,40223,0.013845842513836902
2007-01-24,715.0,33468,-0.016987754681303317
2007-01-25,713.25,23036,-0.002450552600398288
2007-01-26,710.5,37766,-0.0038630425564541004
2007-01-29,709.5,40171,-0.0014084509370579608
2007-01-30,721.0,34622,0.016078640684851833
2007-01-31,719.5,37748,-0.0020826109575265675
2007-02-01,721.5,39858,0.002775851886502981
2007-02-02,736.75,36444,0.020916243403878498
2007-02-05,740.0,50066,0.004401564580411443
2007-02-06,738.75,49853,-0.0016906174779074388
2007-02-07,741.0,35618,0.0030410565757789205
2007-02-08,743.75,71255,0.00370433156375258
2007-02-09,749.25,35433,0.0073677493369331375
2007-02-12,745.25,40291,-0.005352973638591756
2007-02-13,755.0,39359,0.012998016690843862
2007-02-14,750.5,53552,-0.005978098175508067
2007-02-15,758.75,39488,0.010932691300191455
2007-02-16,767.0,21613,0.010814458993548161
2007-02-20,771.0,27356,0.005201572196073408
2007-02-21,781.25,23062,0.013206827487281718
2007-02-22,783.75,13074,0.0031948908965192886
2007-02-23,778.25,10726,-0.007042282625412923
2007-02-26,778.75,10964,0.0006422607799453943
2007-02-27,763.5,5631,-0.01977694544297574
2007-02-28,773.25,5159,0.012689286906491829
2007-03-01,746.25,7474,-0.03554174685836714
2007-03-02,739.0,2734,-0.009762743758610103
2007-03-05,735.75,1713,-0.00440753383461958
2007-03-06,733.0,2208,-0.003744685226930674
2007-03-07,742.75,745,0.0132138124560655
2007-03-08,745.0,342,0.00302470403684241
2007-03-09,746.5,452,0.002011398599685635
2007-03-12,752.25,452,0.007673098530909555
2007-03-13,744.0,158,-0.011027680677062748
2007-03-14,736.5,40567,-0.010131798930406952
2007-03-15,750.5,27913,0.01883041517083169
2007-03-16,753.5,50096,0.003989366993033515
2007-03-19,759.5,35309,0.007931303969277327
2007-03-20,764.75,30703,0.006888660995185316
2007-03-21,766.5,32905,0.0022857152808560825
2007-03-22,771.75,26780,0.006825965070399891
2007-03-23,769.5,31050,-0.0029197101033347503
2007-03-26,758.5,38527,-0.014398154490346976
2007-03-27,757.0,23125,-0.001979545351138161
2007-03-28,770.75,39565,0.018000813328810907
2007-03-29,778.25,43339,0.009683742555457706
2007-03-30,761.25,82076,-0.022085990297610745
2007-04-02,779.0,95179,0.023049226846641478
2007-04-03,763.75,46556,-0.019770535384943166
2007-04-04,761.0,44144,-0.003607152624119239
2007-04-05,760.5,31989,-0.0006572461623382686
2007-04-09,749.0,60834,-0.015237128182128109
2007-04-10,742.5,58787,-0.008716112840364788
2007-04-11,746.5,45302,0.005372746302390501
2007-04-12,738.25,67750,-0.011113096355213016
2007-04-13,738.0,51323,-0.0003386960235595124
2007-04-16,736.0,24636,-0.002713705871596273
2007-04-17,724.0,23840,-0.016438726343159835
2007-04-18,715.5,27453,-0.011809793389210779
2007-04-19,718.25,12654,0.0038360988628932725
2007-04-20,723.25,10833,0.006937245996845552
2007-04-23,721.25,12517,-0.0027691260339351626
2007-04-24,709.75,9279,-0.01607302246922877
2007-04-25,721.5,9774,0.016419582860845078
2007-04-26,718.25,14503,-0.004514680354526583
2007-04-27,723.0,16070,0.006591524299365696
2007-04-30,728.5,12026,0.00757840347649481
2007-05-01,741.25,6645,0.017350324676675594
2007-05-02,734.25,4856,-0.009488380233205721
2007-05-03,733.75,2497,-0.0006811989364232727
2007-05-04,733.5,2022,-0.00034077355926975247
2007-05-07,729.0,1812,-0.0061538655743782235
2007-05-08,726.0,1118,-0.004123717183862041
2007-05-09,733.75,531,0.010618356317510015
2007-05-10,733.0,316,-0.0010226692556546903
2007-05-11,750.0,149,0.02292750464370459
2007-05-14,762.25,41963,0.016201379338008016
2007-05-15,778.0,43297,0.0204519383100274
2007-05-16,792.75,70068,0.018781389240065192
2007-05-17,792.75,39185,0.0
2007-05-18,792.5,27230,-0.0003154076670209811
2007-05-21,800.5,42351,0.01004402668533368
2007-05-22,793.25,39294,-0.00909810197346438
2007-05-23,800.5,37824,0.009098101973464516
