date,temperature_2m_mean_mato_grosso,temperature_2m_max_mato_grosso,temperature_2m_min_mato_grosso,precipitation_sum_mato_grosso,soil_moisture_0_to_7cm_mean_mato_grosso,soil_moisture_7_to_28cm_mean_mato_grosso,soil_moisture_28_to_100cm_mean_mato_grosso,soil_moisture_0_to_100cm_mean_mato_grosso,soil_temperature_0_to_7cm_mean_mato_grosso,et0_fao_evapotranspiration_sum_mato_grosso,relative_humidity_2m_mean_mato_grosso,vapour_pressure_deficit_max_mato_grosso,wet_bulb_temperature_2m_mean_mato_grosso,snowfall_water_equivalent_sum_mato_grosso,wind_speed_10m_max_mato_grosso,temperature_2m_mean_parana,temperature_2m_max_parana,temperature_2m_min_parana,precipitation_sum_parana,soil_moisture_0_to_7cm_mean_parana,soil_moisture_7_to_28cm_mean_parana,soil_moisture_28_to_100cm_mean_parana,soil_moisture_0_to_100cm_mean_parana,soil_temperature_0_to_7cm_mean_parana,et0_fao_evapotranspiration_sum_parana,relative_humidity_2m_mean_parana,vapour_pressure_deficit_max_parana,wet_bulb_temperature_2m_mean_parana,snowfall_water_equivalent_sum_parana,wind_speed_10m_max_parana,temperature_2m_mean_rio_grande_sul,temperature_2m_max_rio_grande_sul,temperature_2m_min_rio_grande_sul,precipitation_sum_rio_grande_sul,soil_moisture_0_to_7cm_mean_rio_grande_sul,soil_moisture_7_to_28cm_mean_rio_grande_sul,soil_moisture_28_to_100cm_mean_rio_grande_sul,soil_moisture_0_to_100cm_mean_rio_grande_sul,soil_temperature_0_to_7cm_mean_rio_grande_sul,et0_fao_evapotranspiration_sum_rio_grande_sul,relative_humidity_2m_mean_rio_grande_sul,vapour_pressure_deficit_max_rio_grande_sul,wet_bulb_temperature_2m_mean_rio_grande_sul,snowfall_water_equivalent_sum_rio_grande_sul,wind_speed_10m_max_rio_grande_sul
2005-10-01,26.305082,32.478,21.428,0.1,0.40883338,0.36879167,0.31500003,0.33286458,26.905083,5.0863214,77.48683,2.5205534,22.954138,0.0,6.9247384,17.377832,20.6695,14.4695,8.4,0.46070838,0.44762504,0.48066652,0.4723308,17.66742,1.6026447,93.0073,0.409096,16.529316,0.0,9.114471,14.564915,17.2795,12.429501,5.0,0.48012507,0.494375,0.46275,0.4706076,15.648251,1.7923441,86.99973,0.471655,13.057446,0.0,14.168641
2005-10-02,27.615501,33.078,22.877998,0.0,0.38991663,0.36516666,0.31454173,0.3304492,27.930084,4.949019,72.10887,2.568552,23.444952,0.0,7.172949,18.377836,22.7195,14.9195,4.6000004,0.48479164,0.46120825,0.47908327,0.47572914,18.411167,2.9806669,85.30234,0.92405856,16.534178,0.0,14.154915,17.310751,24.4795,10.929501,1.9,0.47483337,0.48354158,0.46270826,0.4679321,17.289919,3.626064,83.41737,1.0481219,15.244544,0.0,15.5843
2005-10-03,28.150915,33.628,23.178,0.4,0.3746667,0.36104175,0.31408343,0.32818547,28.53425,4.874455,72.73262,2.8165112,24.015968,0.0,8.913181,19.548666,25.7695,14.2195,0.0,0.46124992,0.4615833,0.4769583,0.47263002,19.444502,4.6999025,73.98615,1.52422,16.210386,0.0,14.77755,20.950333,27.2795,15.3795,0.3,0.46862498,0.47608337,0.4615834,0.46512127,19.369083,3.3145902,80.1332,1.3248088,18.330292,0.0,16.203999
2005-10-04,26.305082,30.977999,23.428,7.7000003,0.40254167,0.35866663,0.3140001,0.32957792,27.477997,3.8506444,80.213005,1.9023948,23.53292,0.0,11.384199,21.567415,27.1695,17.0195,1.6,0.4427916,0.45308343,0.47412482,0.46751305,20.867416,4.4605656,76.9074,1.4475231,18.55306,0.0,14.118243,20.008667,23.3295,13.8295,41.600002,0.4690833,0.49041665,0.4746249,0.47755337,19.519083,1.3270514,89.75598,0.6449747,18.721931,0.0,16.700275
2005-10-05,24.84675,29.078,22.328,11.2,0.4487084,0.364125,0.3140001,0.3339558,25.99675,3.1580312,87.04148,1.4074295,23.091888,0.0,7.928177,19.073668,21.0195,16.7695,41.79999,0.46804157,0.48395833,0.48212495,0.48152414,19.63825,1.3307276,94.62133,0.32224202,18.411745,0.0,10.799999,12.029502,13.229501,10.479501,2.2,0.46874997,0.48187485,0.49116674,0.48764634,14.787831,1.0138311,88.628975,0.3207265,10.773426,0.0,16.343367
2005-10-06,26.040503,31.578,21.627998,0.0,0.44008335,0.3764583,0.3140001,0.33594212,26.60092,4.8264976,79.95321,2.0972185,23.138634,0.0,9.387651,18.569502,22.1695,15.5695,0.4,0.47366667,0.4858334,0.49616662,0.49242172,19.246584,2.3682053,86.75766,0.81564295,16.906801,0.0,9.422101,12.664917,17.3795,7.3294997,3.1,0.46754166,0.47570834,0.48979172,0.48527667,14.46075,3.1705415,76.90947,0.8320919,10.071773,0.0,15.683776
2005-10-07,26.819666,32.427998,22.528,2.3000002,0.41983333,0.37600002,0.3140001,0.33442834,27.330086,4.832109,80.75294,2.2386386,24.010141,0.0,9.1641035,20.025751,24.5695,16.4195,3.3999999,0.4749583,0.47712505,0.49337485,0.4886733,20.129917,3.423314,81.2677,1.0723262,17.65801,0.0,11.885453,13.421165,16.929499,10.7795,16.3,0.4937917,0.48337498,0.48829162,0.48764417,14.454502,1.2482023,92.80984,0.28824794,12.592565,0.0,15.986595
2005-10-08,26.78842,32.228,22.078,0.3,0.4095001,0.37391672,0.3140001,0.33326754,27.438417,4.822124,80.16326,2.4459388,23.844925,0.0,6.28713,20.523666,26.2695,17.3195,20.9,0.4749167,0.482875,0.4930416,0.48963794,20.87575,3.638453,85.39892,1.0887103,18.642418,0.0,11.5199995,15.912831,19.0795,13.6295,12.700001,0.49387503,0.49866664,0.5034166,0.50175124,15.962833,1.5109495,91.43078,0.4793085,14.880986,0.0,10.587918
2005-10-09,27.488419,33.278,22.328,0.0,0.39195836,0.37037495,0.3140001,0.33129588,27.646751,5.2044954,66.313545,3.307835,22.326601,0.0,10.931203,20.079916,24.9695,15.619501,0.5,0.449375,0.4813333,0.5020834,0.49403632,20.909082,3.8537788,85.6612,1.095506,18.208124,0.0,8.891343,15.352418,18.179499,12.8295,0.8,0.48516658,0.49220833,0.50295836,0.49945554,16.146166,2.5583594,82.43154,0.7721089,13.289233,0.0,14.973577
2005-10-10,27.78842,34.128,22.377998,0.0,0.37454164,0.3655416,0.31391677,0.32900172,27.794664,5.259208,62.90295,3.7557755,22.043274,0.0,9.0,20.26325,25.0695,17.3195,7.8000007,0.46391666,0.47095832,0.49775013,0.48975548,21.077835,3.7351959,85.67377,1.0041721,18.41905,0.0,12.88981,15.831584,19.6295,13.3295,0.0,0.46987507,0.48099998,0.5007916,0.4944713,16.648249,3.1230576,81.77358,0.8185302,13.663972,0.0,15.39184
2005-10-11,27.578001,33.427998,21.778,0.0,0.36083332,0.36095843,0.31341678,0.32671967,27.700918,5.1156178,61.307526,3.2345686,21.642952,0.0,8.404285,20.057001,26.0195,15.9695,5.1,0.48620835,0.47737503,0.49445832,0.4902933,21.175749,4.293912,86.9533,1.1307054,18.349968,0.0,11.043261,17.994085,23.8795,13.179501,0.0,0.45533323,0.47008327,0.49808332,0.48921084,18.208666,3.5328789,84.01729,1.1464964,15.956046,0.0,10.691453
2005-10-12,27.694666,33.828,22.928,0.3,0.35070834,0.35625002,0.31300008,0.32472208,28.094664,5.575484,67.63258,3.0604205,22.876665,0.0,11.681987,21.179918,27.0695,16.5195,1.0,0.47949997,0.4775833,0.49162495,0.48782757,21.786165,4.703022,83.5017,1.4740837,18.952602,0.0,9.605998,21.616999,28.4795,15.429501,0.0,0.44004166,0.45979166,0.49479166,0.4836092,20.506582,4.847529,79.53882,1.9330658,18.764217,0.0,13.755579
2005-10-13,25.932167,31.678,22.377998,5.1,0.36937502,0.35295844,0.31300008,0.32533756,27.311333,4.569948,81.57879,2.0285509,23.318224,0.0,9.36,21.807001,28.7695,16.9695,3.1,0.4705,0.46941662,0.4886248,0.4833225,22.361166,4.7697577,81.96367,1.9939865,19.271952,0.0,8.766573,21.7045,28.8295,15.7795,1.6000001,0.42829165,0.44995835,0.49125,0.47817162,21.498251,4.193225,83.450294,1.6238232,19.43786,0.0,14.404499
2005-10-14,25.298828,30.028,22.477999,11.5,0.42204174,0.35370827,0.31300008,0.3291817,26.442583,3.7525878,86.87314,1.5449636,23.474798,0.0,7.2805495,21.548668,28.2695,17.0195,3.5,0.47229162,0.46387503,0.48562506,0.4801242,22.190338,4.6213202,80.8734,1.8871989,18.913248,0.0,13.246826,15.906583,20.1295,12.0295,53.799995,0.46354163,0.48504162,0.5045001,0.49754676,17.844084,0.64906025,94.4071,0.21444917,15.261785,0.0,16.279802
2005-10-15,25.590502,29.678,22.227999,0.90000004,0.44333336,0.3664584,0.31300008,0.3333496,26.275917,3.48102,85.27011,1.6586993,23.52307,0.0,6.519877,20.398668,25.0195,17.3195,15.500001,0.4703333,0.4754583,0.48512498,0.4820596,21.448668,3.6734228,85.34266,0.99189186,18.527742,0.0,15.941944,12.396167,17.0295,8.0795,10.900001,0.45579168,0.47212496,0.5102084,0.49840176,15.0440855,3.2390244,77.19694,0.775373,9.869531,0.0,20.966715
2005-10-16,27.542585,33.278,22.877998,0.0,0.41641667,0.3683333,0.31300008,0.3318592,27.473837,4.9430523,76.45037,2.7522457,24.016184,0.0,6.792466,20.257002,25.4195,16.4195,0.6,0.4481667,0.48091674,0.49008337,0.48522416,21.0445,3.649104,78.55916,1.0614188,17.559404,0.0,14.081478,12.902417,14.429501,10.7795,52.199997,0.4838333,0.484,0.5150834,0.50636834,14.18575,0.563272,98.01343,0.05078602,12.646646,0.0,18.998316
2005-10-17,26.159248,32.228,23.178,8.6,0.42891666,0.36733338,0.31300008,0.33252415,27.023834,4.8063807,81.357735,2.3267837,23.473703,0.0,7.0911775,19.134083,23.4195,17.619501,15.199999,0.48750004,0.48079166,0.48854172,0.48684123,20.238249,1.7506527,93.515495,0.69513416,18.319424,0.0,14.05845,15.173249,18.0795,13.229501,3.4,0.49570838,0.48525,0.51179165,0.5050921,15.577416,1.439272,93.46432,0.38761234,14.384007,0.0,15.696165
2005-10-18,26.005087,31.877998,21.678,5.1,0.4448334,0.3975,0.31300008,0.33997333,26.844667,4.7734456,81.72067,2.1689491,23.36538,0.0,10.137692,17.482,18.9195,16.4695,12.599999,0.47491658,0.49787498,0.4965833,0.49533793,18.709085,1.159763,95.98666,0.2523949,16.996824,0.0,9.021574,15.033666,19.0295,11.5295,0.1,0.47741666,0.47791663,0.5052917,0.4975916,16.156584,3.0256457,79.97018,0.97241104,12.670617,0.0,11.874544
2005-10-19,26.727997,31.727999,23.278,2.5,0.42341664,0.4015833,0.31300008,0.33933172,27.348833,5.090948,74.376,2.1290345,23.088182,0.0,9.826088,17.086166,21.4195,12.8195,0.5,0.44154167,0.48141667,0.5035001,0.49452546,18.152834,3.1782882,77.54975,1.0909196,14.344874,0.0,19.0392,15.641998,22.6295,7.8795,0.0,0.45562497,0.46770835,0.49675003,0.48777255,16.456583,4.965987,71.1423,1.5125725,12.039158,0.0,9.686609
2005-10-20,27.311335,32.927998,22.828,1.6,0.41787505,0.39704165,0.31300008,0.33799005,27.673834,5.1346965,72.17797,2.63838,23.232302,0.0,9.449572,17.640333,21.9195,14.3195,3.4,0.44870833,0.46595833,0.49887493,0.48845086,18.434084,3.2732508,76.804214,0.99364364,14.863889,0.0,13.397612,18.564917,25.8295,9.929501,0.0,0.43554163,0.45691657,0.48766664,0.4775605,18.231583,4.7033167,73.63072,1.6741633,15.152823,0.0,10.8955765
2005-10-21,25.540503,30.828,22.278,8.3,0.45716667,0.39749992,0.31300008,0.34083667,26.740501,4.233693,84.271416,1.5917618,23.336115,0.0,13.397612,17.413248,19.9195,15.119501,25.800003,0.48025,0.47916666,0.49737498,0.49235252,18.1445,1.732816,93.8041,0.43874586,16.66371,0.0,12.7279215,17.754501,21.2295,15.3295,21.199999,0.470875,0.46725,0.4800416,0.4767137,18.148247,1.8824387,90.59918,0.4085245,16.61905,0.0,10.464798
2005-10-22,25.294664,29.477999,22.377998,10.5,0.46924996,0.40899992,0.31312507,0.3441875,26.269669,3.82472,87.22819,1.11975,23.556124,0.0,9.673221,17.067417,18.369501,15.4195,25.0,0.4736667,0.48520836,0.51220834,0.5038404,17.798666,0.912128,97.41495,0.13363719,16.749702,0.0,18.161278,19.417,23.179499,16.6295,1.8000002,0.49475002,0.49891675,0.47708333,0.482905,19.356583,3.2780254,86.01478,0.7657554,17.656353,0.0,12.324414
2005-10-23,24.453001,29.928,20.977999,9.900001,0.47308338,0.44650003,0.31441674,0.3532608,25.644669,3.759785,89.06835,1.4787319,22.95862,0.0,6.28713,19.182001,24.2195,14.9195,0.5,0.4600834,0.47475004,0.50783324,0.49754333,19.509085,3.8445303,83.13305,1.3104652,16.980705,0.0,16.65754,16.431583,19.429499,13.979501,0.0,0.47841668,0.4885833,0.473375,0.47692168,17.658667,2.4476302,83.04212,0.6862091,14.4356,0.0,18.792551
2005-10-24,25.375917,30.977999,21.877998,10.3,0.45916665,0.460875,0.3169166,0.3571055,26.186333,4.9064674,84.95567,1.833823,23.20299,0.0,7.6367526,19.679918,25.4695,15.019501,1.4,0.44970843,0.46150002,0.5019583,0.48980463,20.146585,4.3825927,76.81187,1.2613152,16.766588,0.0,17.373497,19.304499,26.2795,12.8795,8.9,0.47012496,0.47916675,0.46858323,0.47091374,18.8295,3.80081,78.39109,1.3299806,16.546232,0.0,18.214718
2005-10-25,25.798836,31.328,21.877998,5.9,0.4632084,0.46791664,0.3201667,0.3612071,26.594671,4.871238,84.60929,1.7544487,23.59736,0.0,6.8399997,20.415333,25.2195,17.5695,11.7,0.4643333,0.46366665,0.49733344,0.48795342,20.75075,3.2273083,86.26795,0.98769975,18.667019,0.0,13.1041975,18.81075,21.3295,15.829501,12.500001,0.43970832,0.48754168,0.4773333,0.4768434,18.891996,1.6070944,87.78067,0.44226766,17.336405,0.0,17.654688
2005-10-26,26.627998,32.228,21.428,0.2,0.45612493,0.47070837,0.32395822,0.36402753,27.140501,5.144908,80.84045,2.2000396,23.813189,0.0,5.00128,19.871584,22.7195,17.0695,10.6,0.47699997,0.4917083,0.49575007,0.49358872,20.598667,2.5043287,92.963554,0.4915564,18.982214,0.0,8.350138,16.823248,20.6295,13.3295,0.0,0.44037497,0.46987498,0.47554156,0.47189,17.956583,3.2811391,76.92105,0.8240957,14.071374,0.0,14.8257065
2005-10-27,27.365501,32.378,22.578,0.2,0.44354165,0.45379162,0.32616675,0.3611842,27.869665,5.3224964,77.09766,2.2807627,23.996572,0.0,8.049845,20.43825,24.5695,17.5695,13.799999,0.45341673,0.48441663,0.5055415,0.49745667,20.900751,2.8199813,89.56643,0.83888793,19.097635,0.0,12.287555,17.683666,21.4795,13.479501,13.1,0.45441666,0.46870837,0.4705833,0.46905792,18.312832,2.1411197,88.492676,0.5290905,16.30746,0.0,14.81259
2005-10-28,27.400915,32.578,23.578,1.4,0.43141663,0.44041672,0.32704172,0.35815665,27.988417,5.3199844,76.441154,2.2943046,23.963476,0.0,9.504272,20.546583,24.619501,17.7195,19.800001,0.48333335,0.48687506,0.50404185,0.49898708,20.832,2.4669864,91.11666,0.7264447,19.403814,0.0,11.91812,16.379501,18.2295,12.8295,1.0,0.48212492,0.48983327,0.4680833,0.47363386,17.633665,2.097127,85.43973,0.523203,14.675111,0.0,16.87398
2005-10-29,26.980085,31.928,23.477999,8.1,0.43862498,0.4305834,0.32800004,0.35728624,27.744665,4.9602127,81.163704,2.038211,24.250435,0.0,9.021574,20.373667,24.2695,17.8195,18.900003,0.430375,0.4601666,0.51291674,0.49606124,21.136168,3.8906124,81.82445,1.1197066,18.028486,0.0,15.111424,13.594082,18.0795,9.179501,0.0,0.46704176,0.4805834,0.46495843,0.46838537,16.216997,4.2917795,70.33712,0.9994029,10.241948,0.0,14.05845
2005-10-30,24.992582,29.778,22.127998,18.5,0.4672499,0.46704164,0.32920828,0.36781624,26.288416,4.0132957,87.71848,1.3150203,23.30916,0.0,6.12,17.15075,20.2195,14.8195,6.8,0.433625,0.44304168,0.50400007,0.4862726,19.019499,2.626477,80.710556,0.8157544,14.85435,0.0,14.332341,12.469085,16.179499,8.179501,0.0,0.45183328,0.46979162,0.46091655,0.46214458,14.839919,3.1227086,71.58531,0.8214822,9.341638,0.0,12.0694
2005-10-31,25.286331,28.528,22.578,9.900001,0.47004163,0.48479167,0.3345833,0.37560925,26.01967,3.5355864,86.42365,1.1425202,23.447222,0.0,8.647496,17.090332,21.6695,13.0695,0.90000004,0.46633327,0.44645825,0.49874997,0.48549962,18.634085,3.767328,78.12986,1.1821322,14.387429,0.0,9.83268,11.237834,15.7795,6.5295,0.0,0.4399583,0.46070838,0.45683327,0.45646587,13.912834,3.798365,68.43765,0.98360085,7.826597,0.0,13.049689
2005-11-01,25.938416,30.778,22.227999,3.1,0.46737492,0.4743334,0.3404583,0.3774563,26.509249,4.6135473,82.46803,1.7714944,23.481483,0.0,9.0,17.398666,22.1695,13.3195,0.1,0.44020835,0.44266668,0.49416658,0.4795747,18.415333,4.2885156,69.98789,1.348192,13.71972,0.0,15.315873,12.671168,19.2295,5.4795,0.0,0.42520836,0.45091668,0.4524167,0.4501971,14.373252,4.870208,65.969055,1.2147787,8.82304,0.0,9.793059
2005-11-02,25.1905,29.828,22.227999,7.4999995,0.48083332,0.47366667,0.34358326,0.38050842,26.157167,3.7905667,87.469444,1.3236756,23.471735,0.0,8.587338,16.165335,22.2195,12.1695,0.1,0.42229155,0.4366666,0.49020836,0.47421038,17.702835,3.8845375,68.90175,1.3430952,12.503605,0.0,14.917212,15.656581,23.0295,7.1295,0.0,0.4100417,0.44099998,0.44804168,0.44390294,16.394083,5.0499525,71.987656,1.2127866,12.318043,0.0,14.20062
2005-11-03,25.815498,31.028,21.828,1.4000001,0.46920836,0.46525005,0.3462917,0.37987706,26.430084,4.5868573,83.55655,1.868999,23.472616,0.0,10.514218,18.12575,23.619501,12.769501,0.0,0.4075,0.43033335,0.48645827,0.46914494,18.869501,4.201577,72.976776,1.3261722,14.758441,0.0,14.764389,18.873251,25.8295,11.0795,0.2,0.39724997,0.43170834,0.44379175,0.43799627,18.969084,4.817498,78.48005,1.5406008,16.021036,0.0,9.3669195
2005-11-04,26.617584,31.528,22.328,1.1,0.46241665,0.455375,0.347875,0.37846792,27.013414,4.974874,82.73912,2.0369315,24.116028,0.0,6.6185193,18.37992,22.5195,14.769501,2.1000001,0.40579167,0.42545828,0.48304173,0.4655418,19.17575,3.2249517,80.35166,0.89075005,15.980003,0.0,14.973576,20.435751,27.2295,15.5295,14.599999,0.4018334,0.4293333,0.43970832,0.43487835,20.391998,5.183496,76.44131,1.659938,17.29159,0.0,18.0
2005-11-05,26.307167,31.278,22.778,7.3,0.45733333,0.4562917,0.34904167,0.37914464,27.148834,4.8761754,82.87779,1.8751235,23.88489,0.0,8.217153,20.088251,24.7195,15.769501,0.5,0.4086666,0.42216668,0.48016667,0.4629816,20.515333,3.9593582,84.44654,1.06812,18.068216,0.0,10.538843,16.273249,17.5295,14.5795,3.0,0.4340417,0.45395824,0.43674994,0.44017422,17.939915,1.578886,90.16842,0.389436,15.1189,0.0,16.923828
2005-11-06,26.23217,31.377998,22.528,6.3,0.47037503,0.46262503,0.3507916,0.38264754,27.138414,5.075901,84.410286,1.8929288,24.004744,0.0,5.95906,21.290333,26.4695,16.8195,1.5,0.39670834,0.4167917,0.47666678,0.45849586,21.615335,5.212479,75.55486,1.6836128,18.00576,0.0,12.522619,12.677417,14.229501,10.979501,24.6,0.46774998,0.47341666,0.43975,0.44878006,14.821167,0.5331994,96.051544,0.12121105,12.2075815,0.0,19.107151
2005-11-07,26.02175,30.828,22.227999,5.0,0.49333334,0.47629178,0.35333332,0.3889546,26.834251,4.781828,83.63801,1.6852396,23.705978,0.0,7.8625183,19.502834,25.119501,16.0695,12.0,0.438625,0.42000005,0.473375,0.45973372,20.884085,4.0961027,85.47308,1.0911722,17.666502,0.0,13.797913,13.708665,17.3295,10.3795,0.0,0.4446667,0.4769999,0.4505833,0.45571664,14.821167,2.8082907,78.600334,0.7190218,11.269328,0.0,23.358425
2005-11-08,25.882172,29.928,23.278,6.0000005,0.48891667,0.47425005,0.35629162,0.39034665,26.623833,4.315374,83.79263,1.3857467,23.654312,0.0,7.9526596,18.321585,21.2195,15.369501,0.9,0.4435,0.43691674,0.47112516,0.46200752,19.586164,3.4912367,72.09939,0.8703697,14.945454,0.0,16.394829,14.379501,18.3295,10.3295,0.0,0.4423333,0.4654584,0.44874993,0.45180964,15.287833,3.1937976,74.72584,0.72483945,11.507656,0.0,18.720001
2005-11-09,26.132166,30.928,23.028,7.7000003,0.4860833,0.479875,0.359625,0.39372957,26.890501,4.426348,85.85676,1.6854379,24.162268,0.0,7.628263,16.704916,19.7695,14.4695,3.1,0.44079164,0.43412504,0.46912506,0.45979166,18.16325,2.5713716,77.35746,0.85378623,14.051024,0.0,16.62249,15.117001,19.3295,11.3295,0.0,0.43437502,0.45658335,0.44612494,0.4474988,16.041998,3.372213,76.24706,0.7569661,12.374577,0.0,19.586119
2005-11-10,24.955084,28.578,22.778,9.300001,0.48374996,0.49179164,0.36708334,0.40143874,25.823835,2.8555028,89.569374,1.0347071,23.54631,0.0,9.107359,17.759083,23.2195,12.369499,0.0,0.43575,0.43187508,0.46675003,0.4572563,18.721584,5.280041,67.87939,1.4404639,13.77029,0.0,15.496736,15.929502,20.179499,11.8295,1.3,0.43312502,0.44924995,0.443625,0.4440712,16.61075,3.252923,79.79206,0.7429426,13.541912,0.0,16.09969
2005-11-11,24.692583,27.078,22.477999,13.199999,0.49104175,0.49324998,0.37512496,0.40804544,25.557169,3.0098593,90.435,0.696887,23.427114,0.0,7.928178,17.886168,23.1695,13.2195,0.0,0.40962505,0.4242083,0.46362495,0.45156756,19.017418,5.100067,63.969753,1.6046764,13.445259,0.0,15.517629,17.339916,22.5295,13.0795,0.8,0.42908332,0.44312498,0.44104156,0.4406421,17.944082,3.9889758,78.49581,1.1026415,14.686523,0.0,14.021525
2005-11-12,25.98842,31.377998,21.977999,1.4000001,0.48604175,0.48587492,0.3827916,0.41166666,26.423834,4.916859,78.95813,2.429801,22.90246,0.0,5.4119864,18.252834,24.3195,12.5695,0.0,0.38824996,0.41583338,0.46033332,0.44594252,19.442417,5.5075173,65.17907,1.7005364,13.869649,0.0,13.397612,18.648249,24.2295,12.0295,0.1,0.4179583,0.43591675,0.43808344,0.43621966,19.2045,4.5402603,79.26501,1.305653,15.943761,0.0,8.534353
2005-11-13,25.619665,30.428,21.928,5.8,0.4873333,0.47691667,0.38575006,0.41200587,26.363419,4.684841,83.649055,1.7231343,23.31881,0.0,7.771331,19.140333,25.4695,13.019501,0.0,0.36900008,0.4068751,0.45662495,0.44004378,20.1695,5.6790676,65.702065,1.9210387,14.681209,0.0,12.24,20.34825,26.8295,13.3795,1.2,0.40674996,0.42824996,0.43499994,0.43160495,20.719084,5.125854,81.204185,1.5070715,17.812609,0.0,9.227524
2005-11-14,25.532166,31.278,22.627998,4.3999996,0.48004165,0.4696667,0.3872501,0.41105294,26.307169,4.62498,84.255875,1.9875028,23.277168,0.0,6.130579,20.38825,27.0695,14.1695,0.0,0.35145834,0.3979166,0.45279172,0.4341747,21.006998,5.944587,61.495457,2.3667145,15.150569,0.0,9.779817,20.594084,26.1295,15.9295,8.7,0.4265,0.42229164,0.43208328,0.42963624,21.675331,4.6615796,86.06705,1.0863297,18.765417,0.0,9.0
2005-11-15,25.132164,29.977999,21.727999,4.8999996,0.48333326,0.46816674,0.38874996,0.41204837,25.921751,4.143319,85.22567,1.5973256,23.07022,0.0,7.2,21.221586,27.619501,14.619501,0.0,0.33591667,0.38941672,0.4488332,0.4284517,21.634085,5.4582124,66.8086,2.0629807,16.714695,0.0,10.440001,22.489916,28.679499,16.5295,0.0,0.45120826,0.42516673,0.42966673,0.43022966,22.214918,5.097643,77.11449,2.0038152,19.29312,0.0,13.722565
2005-11-16,25.407164,30.678,22.127998,1.4000001,0.47658333,0.46591672,0.38987496,0.4119134,26.23217,4.140124,84.67472,1.8810971,23.249481,0.0,8.311245,22.523668,29.0695,16.0195,0.6,0.32508335,0.38183334,0.44504166,0.4233708,22.7695,5.4239836,70.64382,2.1779819,18.415594,0.0,9.360001,22.083666,26.5795,16.929499,0.2,0.42333332,0.42129162,0.42704162,0.42557463,21.964914,4.2201962,75.55627,1.4105036,18.853113,0.0,16.071491
2005-11-17,25.41342,30.328,22.178,4.7,0.47104165,0.45983335,0.39083326,0.4109379,26.15925,4.3181744,84.24528,1.7151814,23.20002,0.0,9.531505,20.496584,23.9695,17.5695,12.7,0.38729167,0.37841666,0.44208333,0.424878,21.4695,3.2135284,82.07717,1.0198172,18.2339,0.0,14.561099,16.371168,18.4795,14.0295,13.900001,0.47175,0.43645835,0.42520845,0.43082878,18.450333,1.9896518,85.16901,0.5816425,14.631904,0.0,17.22742
2005-11-18,26.003004,30.778,22.377998,0.0,0.465125,0.45595828,0.3909999,0.40982997,26.509249,4.7327056,81.22569,1.7714944,23.342316,0.0,6.9899354,19.84242,23.9695,16.619501,13.300001,0.45008326,0.40637508,0.44045827,0.43397453,20.994501,3.2277582,88.5174,0.79207706,18.386395,0.0,9.605998,18.908665,25.0795,13.429501,2.8,0.463375,0.4525,0.424125,0.43283126,19.416998,3.475567,81.608376,1.1853483,16.564528,0.0,11.384198
2005-11-19,25.040499,27.428,23.178,1.6,0.46320832,0.45104167,0.3909999,0.40866336,25.828001,2.6454148,87.40711,1.1260579,23.346542,0.0,6.297428,19.32575,23.2195,17.4195,19.5,0.46295834,0.46758333,0.44016668,0.44751963,20.217413,2.0441084,92.15628,0.69446087,18.348717,0.0,12.429127,19.812832,24.179499,16.5795,10.900001,0.47175005,0.47595826,0.4236249,0.43798375,20.308668,4.471942,77.65475,1.3889421,16.917257,0.0,13.75558
2005-11-20,25.638418,31.127998,21.428,0.70000005,0.4533333,0.4466667,0.39141655,0.4073534,26.073835,4.5893645,83.34737,1.9566171,23.25633,0.0,6.830519,20.588251,25.4195,16.4695,1.4,0.4714167,0.48416662,0.4419167,0.45285413,21.236166,4.3060966,84.64747,1.1220887,18.59501,0.0,14.471821,19.177416,24.929499,12.6295,0.0,0.44587496,0.46904173,0.42370832,0.43477997,20.044083,5.9641237,66.790665,1.8822803,14.8489,0.0,14.241629
2005-11-21,25.538416,29.828,22.377998,11.2,0.45370826,0.453625,0.3912083,0.4086908,26.086334,3.6933212,87.06122,1.3786647,23.758966,0.0,8.161764,20.050749,26.0695,14.4695,0.0,0.45433334,0.46966672,0.44116655,0.4480733,21.048668,5.895648,62.528736,1.890242,15.223348,0.0,14.759999,21.648249,28.8295,14.3295,0.0,0.42354164,0.45345828,0.42199993,0.4287142,21.252415,6.0284715,66.856544,2.1329966,17.135853,0.0,13.722565
2005-11-22,26.317587,31.178,22.428,0.3,0.4461666,0.46141672,0.39200008,0.41036916,26.734247,4.8973737,82.00114,1.8080959,23.735764,0.0,7.4128532,20.546587,27.119501,14.5695,0.0,0.4300833,0.45462498,0.43912497,0.4417471,21.163252,5.448467,66.14628,2.0907302,16.041962,0.0,10.086427,23.825335,29.929499,17.2295,0.0,0.40387496,0.43983328,0.41966677,0.42279625,23.412834,5.617524,69.387856,2.4896612,19.394032,0.0,6.618519
2005-11-23,24.684248,29.278,22.928,12.0,0.45066664,0.46725002,0.39279175,0.41247916,25.667582,3.0808697,90.417114,1.0994353,23.409575,0.0,12.768586,21.588251,27.7695,17.2195,2.6999998,0.42208335,0.44187507,0.4370416,0.43700966,21.9195,5.1080084,73.562614,1.7893695,18.115997,0.0,11.808878,24.633667,30.2795,18.6295,0.0,0.38520825,0.42762494,0.41708338,0.41706586,24.144081,6.0775404,66.122246,2.4128425,19.773214,0.0,17.87718
